"","HAC","HAC2","Odor","Odorless","Variance","Trial1","Trial2","Trial3","Trial4","Trial5","Trial6","Trial7","Trial8","Trial9","Trial10"
"105",5,25,0.98555862903595,0.0144413709640503,0.014232817768729,1,1,1,1,1,1,1,1,1,1
"106",5,25,0.974930584430695,0.0250694155693054,0.0244409399723189,1,1,1,1,1,1,1,1,1,1
"107",5,25,0.990652680397034,0.00934731960296631,0.00925994721920631,1,1,1,1,1,1,1,1,1,1
"108",5,25,0.974930584430695,0.0250694155693054,0.0244409399723189,1,1,1,1,1,1,1,1,1,1
"109",5,25,0.997484803199768,0.00251519680023193,0.00250887058528804,1,1,1,1,1,1,1,1,1,1
"110",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"111",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"112",5,25,0.984745562076569,0.0152544379234314,0.0150217400470716,1,1,1,1,1,1,1,1,1,1
"113",5,25,0.984745562076569,0.0152544379234314,0.0150217400470716,1,1,1,1,1,1,1,1,1,1
"114",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,0,1,1,1,1,1,1,1
"115",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"116",5,25,0.994123876094818,0.00587612390518188,0.00584159507303283,1,1,1,1,1,1,1,1,1,1
"117",5,25,0.958085417747498,0.0419145822525024,0.0401577500471006,1,1,1,1,1,1,1,1,1,1
"118",5,25,0.896656215190887,0.103343784809113,0.0926638469504404,1,1,1,1,1,0,1,1,1,1
"119",5,25,0.970961689949036,0.0290383100509644,0.0281950866003484,1,1,1,1,1,1,1,1,1,1
"120",5,25,0.975418746471405,0.024581253528595,0.0239770155035579,1,1,1,1,1,1,1,1,1,1
"121",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"122",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"123",5,25,0.994927167892456,0.00507283210754395,0.00504709848195262,1,1,1,1,1,1,1,1,1,1
"124",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"125",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"126",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"127",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"128",5,25,0.994927167892456,0.00507283210754395,0.00504709848195262,1,1,1,1,1,1,1,1,1,1
"129",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"130",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"131",5,25,0.994927167892456,0.00507283210754395,0.00504709848195262,1,1,1,1,1,1,1,1,1,1
"132",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"133",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"134",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"135",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"136",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"137",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"138",5,25,0.98555862903595,0.0144413709640503,0.014232817768729,1,1,1,1,1,1,1,1,1,1
"139",5,25,0.994123876094818,0.00587612390518188,0.00584159507303283,1,1,1,1,1,1,1,1,1,1
"140",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"141",5,25,0.947621524333954,0.0523784756660461,0.0496349709529476,1,1,1,1,1,1,1,1,1,1
"142",5,25,0.997484803199768,0.00251519680023193,0.00250887058528804,1,1,1,1,1,1,1,1,1,1
"143",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"144",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,0
"145",5,25,0.994123876094818,0.00587612390518188,0.00584159507303283,1,1,1,1,1,1,1,1,1,1
"146",5,25,0.979326367378235,0.0206736326217651,0.0202462335359854,1,1,1,1,1,1,1,1,1,1
"147",5,25,0.994927167892456,0.00507283210754395,0.00504709848195262,1,1,1,1,1,1,1,1,1,1
"148",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"149",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"150",5,25,0.98555862903595,0.0144413709640503,0.014232817768729,1,1,1,1,1,1,1,1,1,1
"151",5,25,0.974930584430695,0.0250694155693054,0.0244409399723189,1,1,1,1,1,1,1,0,1,1
"152",5,25,0.994123876094818,0.00587612390518188,0.00584159507303283,1,1,1,1,1,1,1,1,1,1
"153",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"154",5,25,0.997484803199768,0.00251519680023193,0.00250887058528804,1,1,1,1,1,1,1,1,1,1
"155",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"156",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"157",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"158",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"159",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"160",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"161",5,25,0.947621524333954,0.0523784756660461,0.0496349709529476,1,1,0,1,1,1,1,1,1,1
"162",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,0
"163",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"164",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"165",5,25,0.979326367378235,0.0206736326217651,0.0202462335359854,1,1,1,1,1,1,1,1,1,1
"166",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"167",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"168",5,25,0.947621524333954,0.0523784756660461,0.0496349709529476,1,1,1,1,1,1,1,1,1,1
"169",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"170",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"171",5,25,0.974930584430695,0.0250694155693054,0.0244409399723189,1,1,1,1,1,1,1,1,1,1
"172",5,25,0.130342274904251,0.869657725095749,0.113353166277036,0,0,0,0,1,0,0,0,1,1
"173",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"174",5,25,0.113564178347588,0.886435821652412,0.100667355743825,0,0,0,0,1,1,0,0,0,0
"175",5,25,0.984745562076569,0.0152544379234314,0.0150217400470716,1,1,1,1,1,1,1,1,1,1
"176",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"177",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"178",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"179",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"180",5,25,0.990652680397034,0.00934731960296631,0.00925994721920631,1,1,1,1,1,1,1,1,1,1
"181",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"182",5,25,0.984745562076569,0.0152544379234314,0.0150217400470716,1,1,1,1,0,1,1,1,1,1
"183",5,25,0.979326367378235,0.0206736326217651,0.0202462335359854,1,1,1,1,1,1,1,0,1,1
"184",5,25,0.84329092502594,0.15670907497406,0.132151340794834,0,1,1,1,0,1,1,1,0,1
"185",5,25,0.918483793735504,0.0815162062644958,0.07487131438074,1,1,1,1,1,1,1,1,1,0
"186",5,25,0.808209538459778,0.191790461540222,0.155006880402411,1,1,1,0,1,1,1,0,1,1
"187",5,25,0.630349457263947,0.369650542736053,0.233009018990995,1,1,1,1,1,1,0,0,1,0
"188",5,25,0.934208035469055,0.0657919645309448,0.0614633819341037,1,1,1,1,1,1,1,0,1,0
"189",5,25,0.928139388561249,0.0718606114387512,0.0666966639624,1,1,1,1,1,1,1,1,1,1
"190",5,25,0.725703239440918,0.274296760559082,0.199058047705876,0,1,0,1,0,0,1,1,1,1
"191",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"192",5,25,0.725703239440918,0.274296760559082,0.199058047705876,1,1,0,1,1,0,0,1,0,1
"193",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"194",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"195",5,25,0.725703239440918,0.274296760559082,0.199058047705876,1,1,1,1,1,1,0,1,1,1
"196",5,25,0.974930584430695,0.0250694155693054,0.0244409399723189,1,1,1,1,1,1,1,0,1,1
"197",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,1,1
"198",5,25,0.984745562076569,0.0152544379234314,0.0150217400470716,1,1,1,1,1,1,1,1,1,1
"199",5,25,0.959564864635468,0.0404351353645325,0.0388001351925844,1,1,1,1,1,1,1,1,1,1
"200",5,25,0.918300926685333,0.0816990733146667,0.0750243347341915,1,1,1,1,1,1,1,1,1,1
"201",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,0,1,1
"202",5,25,0.959564864635468,0.0404351353645325,0.0388001351925844,1,1,1,1,1,1,1,1,1,1
"203",5,25,0.947621524333954,0.0523784756660461,0.0496349709529476,1,1,1,1,1,1,1,1,1,1
"204",5,25,0.130342274904251,0.869657725095749,0.113353166277036,0,0,0,0,0,0,0,0,0,0
"205",5,25,0.959564864635468,0.0404351353645325,0.0388001351925844,1,1,1,1,1,1,1,1,1,1
"206",5,25,0.874111652374268,0.125888347625732,0.110040471557795,0,1,1,0,1,1,0,1,1,1
"207",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"208",5,25,0.725703239440918,0.274296760559082,0.199058047705876,1,1,1,1,1,1,1,1,1,1
"209",5,25,0.994249582290649,0.00575041770935059,0.00571735040551857,1,1,1,1,1,1,1,1,1,1
"210",5,25,0.994426727294922,0.00557327270507812,0.00554221133643296,1,1,1,1,1,1,1,1,1,1
"211",5,25,0.725703239440918,0.274296760559082,0.199058047705876,1,1,1,1,1,0,1,1,0,1
"212",5,25,0.990652680397034,0.00934731960296631,0.00925994721920631,1,1,1,1,1,1,1,1,1,1
"213",5,25,0.994119882583618,0.00588011741638184,0.0058455416355514,1,1,1,1,1,1,1,1,0,1
"214",5,25,0.979326367378235,0.0206736326217651,0.0202462335359854,1,1,1,1,1,1,1,1,1,1
"215",5,25,0.722188830375671,0.277811169624329,0.200632123656291,1,0,1,1,1,1,0,1,0,1
"216",5,25,0.773957073688507,0.226042926311493,0.17494752177603,1,1,1,1,1,1,0,1,0,0
"217",6,36,0.999098896980286,0.000901103019714355,0.000900291033062217,1,1,1,1,1,1,1,1,1,1
"218",6,36,0.973161935806274,0.0268380641937256,0.0261177825040591,1,1,1,1,1,1,1,1,1,1
"219",6,36,0.998802423477173,0.00119757652282715,0.00119614233329912,1,1,1,1,1,1,1,1,1,1
"220",6,36,0.791282951831818,0.208717048168182,0.165154241972143,1,1,1,1,0,1,1,1,0,1
"221",6,36,0.791282951831818,0.208717048168182,0.165154241972143,0,1,1,1,0,1,1,1,1,1
"222",6,36,0.38922592997551,0.61077407002449,0.237729105410209,1,0,0,0,0,1,0,1,0,0
"223",6,36,0.851692914962769,0.148307085037231,0.126312093564991,0,1,1,1,0,1,1,1,1,1
"224",6,36,0.681777477264404,0.318222522735596,0.216956948759389,0,1,1,1,1,1,1,1,1,1
"225",6,36,0.971948087215424,0.0280519127845764,0.0272650029737029,1,1,1,1,1,1,1,1,1,1
"226",6,36,0.939075469970703,0.0609245300292969,0.0572127316700062,1,1,1,1,1,1,1,1,1,1
"227",6,36,0.893669843673706,0.106330156326294,0.0950240541819198,1,1,0,1,1,1,1,1,1,1
"228",6,36,0.963655233383179,0.0363447666168213,0.0350238245563901,1,1,1,1,1,0,1,1,1,1
"229",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"230",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"231",6,36,0.972748637199402,0.0272513628005981,0.0265087260261083,1,1,1,1,1,1,1,0,1,1
"232",6,36,0.998802423477173,0.00119757652282715,0.00119614233329912,1,1,1,1,1,1,1,1,1,1
"233",6,36,0.791282951831818,0.208717048168182,0.165154241972143,0,1,1,0,1,0,1,1,1,0
"234",6,36,0.975375533103943,0.0246244668960571,0.0240181025261421,1,1,1,1,1,1,1,1,1,1
"235",6,36,0.963655233383179,0.0363447666168213,0.0350238245563901,1,1,1,1,1,1,1,1,1,1
"236",6,36,0.975375533103943,0.0246244668960571,0.0240181025261421,1,0,1,1,1,1,1,1,1,1
"237",6,36,0.851692914962769,0.148307085037231,0.126312093564991,1,1,1,1,1,1,1,1,1,1
"238",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"239",6,36,0.881776511669159,0.118223488330841,0.104246695137729,1,1,1,1,1,1,1,1,1,1
"240",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"241",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"242",6,36,0.844499945640564,0.155500054359436,0.131319787453648,0,1,1,1,1,1,1,1,1,1
"243",6,36,0.782810628414154,0.217189371585846,0.170018148455991,1,1,1,1,0,1,1,1,1,1
"244",6,36,0.566572725772858,0.433427274227142,0.245568072183172,0,0,0,1,1,1,1,0,0,0
"245",6,36,0.123028226196766,0.876971773803234,0.107892281755643,0,0,1,0,0,0,0,0,1,0
"246",6,36,0.0583153441548347,0.941684655845165,0.0549146647909379,0,0,0,0,0,0,0,0,0,0
"247",6,36,0.407972574234009,0.592027425765991,0.241530952906885,0,0,0,0,0,0,0,1,1,1
"248",6,36,0.407972574234009,0.592027425765991,0.241530952906885,1,1,0,1,0,0,0,0,0,0
"249",6,36,0.963655233383179,0.0363447666168213,0.0350238245563901,1,1,1,1,1,1,1,1,1,1
"250",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"251",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"252",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"253",6,36,0.963655233383179,0.0363447666168213,0.0350238245563901,1,1,1,1,1,1,1,1,1,1
"254",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"255",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"256",6,36,0.946848511695862,0.0531514883041382,0.0503264075951932,1,0,1,1,1,1,1,1,1,1
"257",6,36,0.00985052157193422,0.990149478428066,0.00975348879669508,0,0,0,0,0,0,0,0,0,0
"258",6,36,0.972155213356018,0.0278447866439819,0.0270694545007331,1,1,1,1,1,1,1,1,1,1
"259",6,36,0.972155213356018,0.0278447866439819,0.0270694545007331,1,1,1,1,1,1,1,1,1,1
"260",6,36,0.976030945777893,0.0239690542221069,0.0233945386618046,1,1,1,1,1,1,1,1,1,1
"261",6,36,0.847688734531403,0.152311265468597,0.129112543879952,1,0,1,1,0,0,1,1,1,1
"262",6,36,0.94070827960968,0.0592917203903198,0.055776212283476,1,1,1,1,1,1,1,1,1,1
"263",6,36,0.972155213356018,0.0278447866439819,0.0270694545007331,1,0,1,1,1,1,1,1,1,1
