smiles,regression_Intensity,regression_Pleasantness,regression_Bakery,regression_Sweet,regression_Fruit,regression_Fish,regression_Garlic,regression_Spices,regression_Cold,regression_Sour,regression_Burnt,regression_Acid,regression_Warm,regression_Musky,regression_Sweaty,regression_Ammonia,regression_Decayed,regression_Wood,regression_Grass,regression_Flower,regression_Chemical
CCCC(=O)O,86.9795918367347,22.857142857142854,0.5510204081632653,1.163265306122449,0.061224489795918366,4.163265306122448,7.469387755102041,4.346938775510204,1.1428571428571428,27.40816326530612,7.387755102040817,6.591836734693878,6.6734693877551035,20.448979591836732,19.3265306122449,14.265306122448981,16.73469387755102,4.571428571428571,1.1020408163265305,0.9387755102040816,14.16326530612245
O=C(O)CC(O)(CC(=O)O)C(=O)O,4.510204081632653,53.03846153846154,4.346153846153847,16.807692307692307,0.4615384615384616,1.5384615384615383,3.4615384615384617,4.4230769230769225,10.346153846153848,14.730769230769232,2.8846153846153846,6.346153846153847,7.115384615384616,5.846153846153847,2.1538461538461537,4.038461538461538,1.5384615384615383,6.038461538461537,2.1538461538461537,2.769230769230769,13.423076923076925
O=c1ccc2ccccc2o1,59.163265306122454,66.55102040816327,19.489795918367342,32.83673469387755,11.020408163265307,0.020408163265306117,0.020408163265306117,8.734693877551019,6.367346938775509,4.469387755102041,6.244897959183674,3.4285714285714284,9.265306122448981,1.673469387755102,1.6122448979591837,2.4081632653061225,0.6938775510204082,1.6530612244897958,1.4489795918367347,11.306122448979592,12.285714285714285
CC(C)c1ccc(CO)cc1,16.571428571428573,32.36363636363637,2.522727272727273,2.4318181818181817,0.022727272727272728,4.886363636363637,2.136363636363636,23.613636363636363,5.340909090909091,5.909090909090909,6.204545454545454,15.340909090909092,5.0,7.636363636363638,4.590909090909091,9.25,7.204545454545454,2.9090909090909087,4.318181818181818,1.75,16.045454545454547
CC(C)c1ccc(C=O)cc1,50.061224489795926,50.465116279069775,5.325581395348837,4.348837209302325,1.4883720930232558,2.4186046511627906,6.604651162790698,24.69767441860465,0.09302325581395347,8.0,4.325581395348837,1.069767441860465,11.83720930232558,9.255813953488373,0.06976744186046513,0.9767441860465116,4.209302325581397,3.697674418604651,2.0,3.5348837209302326,7.116279069767443
CCCCCCCC,4.551020408163264,54.61702127659574,1.4680851063829787,23.5531914893617,12.659574468085106,0.02127659574468085,1.9787234042553192,4.3617021276595755,9.617021276595743,5.276595744680852,0.40425531914893614,8.702127659574469,4.212765957446808,2.0638297872340425,0.5531914893617021,6.404255319148937,4.0212765957446805,0.02127659574468085,0.5319148936170213,3.6595744680851054,24.40425531914893
CCCCCCCC(=O)O,60.102040816326536,26.69767441860465,0.04651162790697674,0.04651162790697674,2.5581395348837206,0.7441860465116279,3.697674418604651,1.3255813953488371,2.3953488372093017,11.30232558139535,8.162790697674419,6.372093023255813,4.511627906976744,16.837209302325586,6.046511627906978,3.674418604651162,8.418604651162791,4.0,0.6046511627906976,0.04651162790697674,25.11627906976744
CC(=O)C(C)=O,78.91836734693878,26.27083333333333,1.4166666666666667,2.7916666666666665,2.3125,0.02083333333333333,3.020833333333333,7.770833333333332,5.5,27.58333333333333,5.5,10.729166666666666,6.458333333333332,14.208333333333336,9.270833333333334,12.708333333333336,4.083333333333333,2.958333333333333,2.0416666666666665,0.1875,26.64583333333333
O=C1CCc2ccccc2O1,73.26530612244899,64.0,13.79591836734694,33.918367346938766,7.16326530612245,0.020408163265306117,0.020408163265306117,14.755102040816329,6.530612244897959,4.918367346938775,2.9387755102040822,3.8571428571428568,8.306122448979592,7.938775510204081,1.020408163265306,3.346938775510204,1.836734693877551,3.918367346938776,2.3061224489795915,14.6734693877551,12.93877551020408
CS(C)=O,18.428571428571427,35.79411764705883,2.117647058823529,9.088235294117649,1.0,3.294117647058824,4.088235294117647,6.0,2.176470588235294,16.970588235294116,5.617647058823528,5.294117647058823,5.176470588235294,10.970588235294118,6.529411764705883,2.764705882352941,4.088235294117647,1.0,3.7352941176470584,4.411764705882354,7.529411764705883
CCO,10.612244897959183,58.66666666666666,7.833333333333332,26.83333333333333,0.04166666666666666,0.0,2.0416666666666665,9.5,3.25,4.291666666666667,0.20833333333333331,1.3333333333333333,0.7916666666666666,6.166666666666668,3.125,0.08333333333333333,0.0,0.3333333333333333,0.9166666666666666,1.0833333333333333,4.708333333333333
NCC(=O)O,9.673469387755102,58.904761904761905,4.857142857142857,28.095238095238088,6.4523809523809526,1.9761904761904765,2.4047619047619047,4.6190476190476195,2.619047619047619,8.5,2.9285714285714284,5.285714285714286,7.0,6.595238095238094,1.3095238095238095,4.928571428571429,0.4761904761904762,2.9047619047619047,0.6190476190476191,8.857142857142858,12.571428571428573
OCC(O)CO,11.857142857142858,50.64285714285714,0.0,9.285714285714286,0.0,3.8571428571428568,1.2857142857142858,13.785714285714285,27.07142857142857,6.428571428571429,0.0,0.0,0.0,9.857142857142858,3.5,0.7857142857142857,3.6428571428571432,5.0,13.0,7.7857142857142865,5.285714285714286
O=C(O)C(O)C(O)C(=O)O,8.877551020408163,47.970588235294116,5.088235294117646,9.382352941176473,0.8823529411764706,0.0,3.0294117647058822,6.794117647058822,2.0,9.647058823529411,4.588235294117646,13.441176470588234,4.176470588235294,4.088235294117647,4.264705882352942,6.5,2.9117647058823533,4.588235294117646,0.6470588235294118,1.9411764705882355,17.088235294117652
CO,7.387755102040817,39.137931034482754,0.3448275862068966,5.275862068965517,0.6551724137931034,3.2758620689655173,7.413793103448277,9.034482758620689,4.482758620689656,7.724137931034483,6.517241379310344,9.24137931034483,6.965517241379311,11.379310344827585,9.482758620689657,3.5172413793103448,5.413793103448277,5.620689655172414,2.7586206896551726,5.862068965517241,10.034482758620689
CCCCCCCCO,63.95918367346939,50.75,0.04166666666666666,11.9375,8.958333333333334,0.04166666666666666,0.3333333333333333,1.4791666666666667,10.3125,8.208333333333334,3.9375,10.458333333333334,1.0,10.25,1.1041666666666667,7.583333333333332,1.75,2.708333333333333,3.6875,9.041666666666666,28.64583333333333
NC(Cc1ccccc1)C(=O)O,25.336734693877553,42.78125,5.291666666666667,15.072916666666664,2.802083333333333,1.0625,2.4479166666666665,4.15625,3.1666666666666665,7.260416666666668,14.458333333333336,2.708333333333333,8.864583333333334,11.229166666666664,2.583333333333333,4.458333333333333,2.65625,2.458333333333333,0.7083333333333334,4.791666666666667,8.75
NCCc1ccccc1,62.734693877551024,28.425531914893615,0.0425531914893617,3.48936170212766,1.4042553191489362,22.872340425531913,4.659574468085107,3.234042553191489,2.7021276595744683,19.382978723404253,4.872340425531915,6.510638297872339,7.510638297872339,14.808510638297873,9.48936170212766,6.97872340425532,11.680851063829785,3.48936170212766,3.1702127659574466,8.085106382978722,14.829787234042554
CC(O)CO,3.8979591836734695,48.153846153846146,3.5769230769230766,6.846153846153847,2.230769230769231,0.038461538461538464,2.3076923076923075,10.0,5.384615384615384,6.269230769230768,4.538461538461538,7.6923076923076925,1.1153846153846154,3.3461538461538463,0.38461538461538464,2.5384615384615383,4.6923076923076925,2.8461538461538463,9.346153846153848,7.769230769230768,7.230769230769232
CCCO,16.938775510204078,51.0,1.8666666666666667,14.1,2.1333333333333333,0.03333333333333333,3.6666666666666665,9.966666666666667,4.833333333333333,5.6,1.3666666666666667,1.4666666666666666,2.1333333333333333,12.2,0.7333333333333333,4.1,2.833333333333333,1.0666666666666669,4.1,3.2666666666666666,8.1
CSC,49.714285714285715,35.044444444444444,2.4444444444444446,8.11111111111111,4.933333333333334,6.8,4.866666666666666,10.4,4.266666666666667,14.311111111111114,0.4222222222222222,2.8,2.8,7.111111111111112,7.2,2.955555555555556,17.377777777777773,1.5777777777777775,5.6,1.6666666666666667,6.066666666666666
O=C(O)CCC(=O)O,20.0,33.41025641025641,0.1282051282051282,2.6153846153846154,0.6153846153846154,2.0769230769230766,5.538461538461538,4.128205128205129,2.6153846153846154,15.461538461538463,4.717948717948718,4.666666666666667,3.102564102564102,17.897435897435898,10.692307692307693,2.5384615384615383,2.5641025641025643,3.102564102564102,0.5128205128205128,0.41025641025641024,16.05128205128205
Cc1ncsc1CCO,71.57142857142857,30.85416666666667,5.958333333333332,2.020833333333333,0.0,4.5,13.208333333333336,9.875,1.6458333333333333,7.270833333333332,9.916666666666666,4.0625,10.729166666666666,7.833333333333332,3.7708333333333335,10.145833333333334,7.104166666666668,4.145833333333333,4.1875,0.8125,7.416666666666668
COc1cc(C=O)ccc1O,75.71428571428571,85.55319148936171,47.46808510638298,68.12765957446808,7.425531914893617,0.02127659574468085,0.02127659574468085,13.0,0.8936170212765957,0.6595744680851063,1.4893617021276595,0.02127659574468085,19.70212765957447,0.5106382978723404,0.02127659574468085,0.02127659574468085,0.02127659574468085,1.3404255319148937,0.6170212765957447,5.808510638297872,1.5957446808510638
COc1cc(C(C)=O)ccc1O,19.897959183673468,45.829787234042556,4.97872340425532,10.914893617021274,4.319148936170213,0.2553191489361702,3.276595744680851,10.425531914893618,2.2978723404255317,9.51063829787234,13.170212765957446,3.7021276595744683,10.978723404255321,7.702127659574468,0.6382978723404256,2.6595744680851063,3.638297872340425,5.617021276595745,4.212765957446808,3.9574468085106393,14.680851063829785
O=C(OCc1ccccc1)c1ccccc1,9.040816326530612,48.26666666666666,0.022222222222222227,14.177777777777774,5.155555555555557,2.4222222222222216,1.0666666666666669,3.2222222222222223,7.2,6.377777777777778,2.7777777777777777,2.0222222222222217,5.888888888888888,9.866666666666667,2.2222222222222223,4.8,1.7777777777777777,1.7111111111111108,0.022222222222222227,15.688888888888886,19.733333333333334
S=C=NCc1ccccc1,82.20408163265307,14.3265306122449,2.653061224489796,1.0,0.14285714285714285,5.204081632653062,5.448979591836735,7.6734693877551035,1.7551020408163265,17.285714285714285,20.12244897959184,11.428571428571427,6.755102040816326,16.693877551020407,10.714285714285714,10.0,12.693877551020408,4.244897959183674,4.448979591836736,3.4285714285714284,15.16326530612245
CCCCCCCCCCCCCCCCO,21.959183673469386,42.97727272727273,13.136363636363635,8.522727272727273,9.159090909090908,0.06818181818181818,1.568181818181818,3.75,3.113636363636364,5.295454545454546,7.227272727272727,10.0,1.8636363636363635,11.477272727272727,12.909090909090908,2.522727272727273,0.6590909090909091,5.045454545454546,5.340909090909091,1.25,1.9090909090909087
CC12CCC(CC1)C(C)(C)O2,68.55102040816327,61.0,2.8085106382978724,12.829787234042554,4.659574468085107,0.02127659574468085,0.5531914893617021,6.085106382978723,13.808510638297873,3.404255319148936,1.574468085106383,6.787234042553193,8.361702127659575,3.404255319148936,1.2340425531914894,4.531914893617022,2.0212765957446805,0.02127659574468085,5.872340425531916,13.361702127659573,30.382978723404253
Cc1ccc(O)cc1,79.26530612244899,33.083333333333336,0.5833333333333334,4.416666666666667,2.125,0.7291666666666666,0.7708333333333334,4.8125,8.645833333333334,6.625,10.645833333333334,9.770833333333334,7.833333333333332,15.75,5.3125,13.270833333333336,10.854166666666664,2.4791666666666665,1.1041666666666667,2.375,31.25
CCCCCCCCCC(=O)O,45.61224489795919,29.16666666666667,0.02083333333333333,2.645833333333333,0.02083333333333333,1.2916666666666667,4.0,3.125,6.083333333333332,8.541666666666666,7.25,13.479166666666664,9.3125,11.541666666666664,7.5,7.395833333333332,2.833333333333333,11.354166666666664,2.020833333333333,2.0416666666666665,26.52083333333333
O=C(c1ccccc1)c1ccccc1,16.959183673469383,38.270833333333336,1.7083333333333333,4.770833333333333,3.6041666666666665,0.25,0.5208333333333334,0.6666666666666666,7.208333333333332,6.458333333333332,13.833333333333336,14.0,4.854166666666667,5.3125,0.8125,5.854166666666668,3.6666666666666665,7.458333333333332,2.1041666666666665,3.125,33.583333333333336
C=CCc1ccc(O)c(OC)c1,73.10204081632655,67.95833333333333,13.0,26.625,6.541666666666668,0.02083333333333333,0.08333333333333333,40.708333333333336,6.520833333333332,4.229166666666667,1.8958333333333333,1.875,9.270833333333334,1.1458333333333333,0.5416666666666666,2.125,1.5833333333333333,2.8541666666666665,0.5833333333333334,7.583333333333332,8.958333333333334
CC(C)O,3.5510204081632653,41.76470588235294,5.294117647058823,1.5294117647058822,0.0,0.7647058823529411,4.705882352941177,7.411764705882352,5.117647058823528,6.235294117647059,5.352941176470588,9.941176470588236,6.705882352941178,10.529411764705884,4.823529411764706,2.3529411764705883,3.1764705882352944,4.529411764705882,2.7058823529411766,0.0,13.235294117647056
CCCCCCCCCCCC(=O)O,17.744897959183675,30.57291666666667,0.02083333333333333,2.53125,0.40625,0.3020833333333333,2.9791666666666665,2.802083333333333,3.9166666666666665,13.083333333333336,9.739583333333334,10.520833333333334,7.145833333333332,14.15625,7.15625,8.25,3.25,7.135416666666668,1.2708333333333333,3.0625,28.46875
COC(=O)c1ccccc1O,73.36734693877553,59.714285714285715,1.1020408163265305,25.57142857142857,3.4285714285714284,0.020408163265306117,0.020408163265306117,10.63265306122449,11.408163265306122,3.795918367346939,0.7142857142857143,3.1020408163265305,5.510204081632653,0.020408163265306117,0.8775510204081632,4.8979591836734695,1.6326530612244898,0.1836734693877551,4.285714285714286,5.755102040816326,22.836734693877553
CC(=O)OCC(COC(C)=O)OC(C)=O,38.204081632653065,34.1219512195122,3.5609756097560976,4.341463414634147,1.9756097560975612,2.024390243902439,3.1463414634146343,6.780487804878049,1.5609756097560976,31.292682926829272,4.439024390243904,14.024390243902438,5.6585365853658525,5.878048780487805,4.414634146341464,3.804878048780488,0.3170731707317073,0.6341463414634146,0.2682926829268293,0.4146341463414634,8.170731707317072
NCCc1ccc(O)cc1,5.6938775510204085,30.825,0.375,3.875,0.225,0.0,0.0,2.275,1.25,5.225,13.975,11.55,5.8,5.025,2.45,18.075,3.825,0.0,0.0,2.55,24.65
OC[C@H]1OC(O)[C@H](O)[C@@H]1O,27.061224489795922,67.83673469387755,19.775510204081638,45.44897959183673,3.4489795918367347,0.24489795918367346,2.795918367346939,6.5102040816326525,7.040816326530613,5.367346938775509,13.3265306122449,3.0,15.06122448979592,2.0408163265306123,0.2857142857142857,1.6122448979591837,2.224489795918368,1.5510204081632653,1.836734693877551,4.326530612244898,5.306122448979592
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,21.081632653061224,28.5531914893617,4.127659574468085,3.2127659574468086,1.0212765957446808,7.042553191489363,11.617021276595745,7.170212765957447,1.0212765957446808,11.680851063829785,24.21276595744681,5.7659574468085095,6.2340425531914905,12.808510638297873,7.851063829787233,7.553191489361702,18.0,2.7872340425531914,2.5531914893617023,2.7446808510638303,8.127659574468085
N[C@@H](CS)C(=O)O,15.877551020408163,14.409090909090908,1.1363636363636365,2.409090909090909,0.0,7.136363636363638,5.5227272727272725,5.590909090909091,0.0,20.25,14.863636363636365,9.386363636363637,3.022727272727273,13.977272727272727,5.590909090909091,13.068181818181818,32.88636363636363,0.0,1.568181818181818,2.272727272727273,9.136363636363637
C[C@H](N)C(=O)O,7.2653061224489806,54.44827586206897,7.448275862068965,21.724137931034484,12.379310344827585,0.6896551724137931,3.2413793103448274,4.206896551724138,3.7586206896551726,2.862068965517241,4.275862068965517,5.413793103448277,9.06896551724138,4.655172413793104,1.6896551724137931,1.7586206896551724,1.0689655172413792,4.275862068965517,0.5862068965517241,10.20689655172414,3.5862068965517233
N[C@@H](CC(=O)O)C(=O)O,9.244897959183671,32.744680851063826,6.361702127659575,4.51063829787234,0.6382978723404256,0.8936170212765957,2.234042553191489,7.74468085106383,9.319148936170214,10.04255319148936,6.595744680851063,9.680851063829786,1.680851063829787,10.382978723404257,7.276595744680852,9.085106382978724,10.872340425531917,3.3617021276595747,0.4680851063829787,0.1914893617021277,16.872340425531913
NC(=O)CC[C@H](N)C(=O)O,11.183673469387756,47.94736842105264,4.894736842105263,9.947368421052632,0.631578947368421,2.0,1.7368421052631582,11.578947368421053,2.8421052631578947,8.210526315789473,2.7894736842105257,4.368421052631579,0.631578947368421,6.789473684210527,5.157894736842105,0.0,3.1052631578947367,6.842105263157895,9.68421052631579,3.5263157894736836,6.2631578947368425
NCCCC[C@H](N)C(=O)O,54.877551020408156,18.729166666666668,0.3125,3.875,0.6458333333333334,4.770833333333333,3.7708333333333335,4.770833333333333,1.5416666666666667,14.166666666666664,11.520833333333336,19.0,5.375,14.729166666666664,10.916666666666664,29.83333333333333,13.854166666666664,1.8125,0.02083333333333333,1.0833333333333333,37.083333333333336
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,65.36734693877551,22.80434782608696,0.6956521739130435,0.8260869565217391,0.17391304347826084,4.978260869565218,5.173913043478262,1.108695652173913,2.9347826086956523,24.847826086956523,3.217391304347826,8.282608695652174,5.826086956521738,20.41304347826087,14.282608695652176,7.217391304347826,14.73913043478261,5.3478260869565215,3.804347826086957,2.9347826086956523,9.043478260869565
OCCc1ccccc1,72.85714285714286,51.3469387755102,0.2653061224489796,18.632653061224488,5.244897959183674,0.020408163265306117,0.2653061224489796,6.4897959183673475,1.2653061224489797,5.367346938775509,3.1632653061224483,5.7142857142857135,7.5102040816326525,10.63265306122449,5.387755102040817,6.306122448979592,4.081632653061225,4.061224489795919,7.918367346938775,30.40816326530612,14.714285714285715
N[C@@H](Cc1ccc(O)cc1)C(=O)O,13.448979591836734,45.22727272727273,0.0,7.5,0.6818181818181818,0.0,0.0,3.5454545454545454,9.090909090909092,7.545454545454546,7.727272727272727,2.409090909090909,4.363636363636363,10.590909090909092,1.681818181818182,3.363636363636364,5.136363636363637,11.454545454545455,1.5,3.3181818181818183,10.454545454545457
CC(C)C[C@H](N)C(=O)O,34.04081632653061,22.10416666666667,3.25,5.125,2.020833333333333,1.6875,3.145833333333333,5.4375,0.8333333333333334,22.875,3.7083333333333335,6.1875,10.020833333333334,18.041666666666668,20.52083333333333,7.833333333333332,21.3125,4.541666666666667,1.8125,1.3125,10.625
CSCC[C@H](N)C(=O)O,41.265306122448976,18.425531914893615,2.7446808510638303,2.9787234042553186,1.0851063829787233,6.510638297872339,9.680851063829786,4.0638297872340425,1.893617021276596,24.29787234042553,10.25531914893617,5.7659574468085095,4.319148936170213,12.106382978723405,9.595744680851064,5.0,25.5531914893617,1.8297872340425527,2.0851063829787235,0.1914893617021277,9.148936170212766
N[C@@H](Cc1ccccc1)C(=O)O,16.591836734693878,39.516129032258064,3.7096774193548394,8.258064516129032,3.2258064516129035,1.6451612903225807,4.967741935483871,5.32258064516129,4.32258064516129,16.35483870967742,2.3548387096774195,2.4516129032258065,5.580645161290324,16.35483870967742,7.387096774193548,6.838709677419355,3.4516129032258065,1.903225806451613,7.32258064516129,2.838709677419355,10.387096774193546
CS(C)(=O)=O,10.081632653061224,60.764705882352935,13.235294117647056,29.735294117647058,2.176470588235294,0.0,2.617647058823529,7.4411764705882355,2.5,0.4705882352941176,9.352941176470589,3.3823529411764706,10.088235294117649,5.176470588235294,0.0,0.08823529411764706,0.0,6.3235294117647065,1.9411764705882355,9.558823529411764,3.0
N[C@@H](Cc1cnc[nH]1)C(=O)O,9.591836734693876,34.07142857142857,3.2142857142857144,5.595238095238094,0.2857142857142857,0.2619047619047619,0.2380952380952381,5.476190476190476,7.095238095238094,7.404761904761906,6.404761904761906,10.071428571428571,10.857142857142858,11.476190476190474,5.9523809523809526,7.571428571428571,7.976190476190476,2.4047619047619047,0.30952380952380953,2.1666666666666665,17.666666666666668
CCCCCO,47.61224489795919,25.114285714285717,0.028571428571428567,2.8857142857142857,1.2857142857142858,1.8571428571428568,2.2857142857142856,5.7142857142857135,6.8,18.257142857142856,3.9428571428571435,7.4,1.7714285714285714,22.62857142857143,18.34285714285714,14.17142857142857,12.714285714285715,4.4,2.2,0.22857142857142854,7.457142857142857
CC(C)[C@H](N)C(=O)O,12.959183673469386,37.39473684210526,5.394736842105262,7.342105263157895,0.05263157894736842,0.7368421052631579,3.736842105263158,3.657894736842105,4.552631578947368,1.7368421052631582,6.421052631578947,1.236842105263158,9.68421052631579,13.18421052631579,10.947368421052632,4.3157894736842115,2.6578947368421053,4.657894736842105,3.657894736842105,3.4473684210526314,6.7368421052631575
NC(N)=NCCC[C@H](N)C(=O)O,7.3265306122448965,45.764705882352935,5.0,13.411764705882351,0.0,0.0,2.9411764705882355,5.411764705882354,8.705882352941176,7.294117647058822,6.294117647058822,5.941176470588236,8.352941176470589,4.294117647058823,4.588235294117646,4.117647058823529,0.7058823529411765,0.4117647058823529,7.411764705882352,2.0,9.764705882352944
CC(C)(C)O,11.857142857142858,46.23255813953488,0.0,6.558139534883722,2.232558139534884,0.0,0.0,2.2093023255813957,9.534883720930234,2.7906976744186047,1.8139534883720931,14.465116279069766,3.86046511627907,3.0232558139534884,1.186046511627907,12.30232558139535,5.465116279069767,6.558139534883722,10.27906976744186,3.744186046511628,37.18604651162791
CC(=O)OC1CC2CCC1(C)C2(C)C,29.081632653061227,46.78048780487804,0.5853658536585366,6.170731707317072,2.3170731707317067,0.3170731707317073,3.2926829268292686,5.097560975609756,10.53658536585366,4.878048780487805,1.8780487804878048,8.097560975609756,4.926829268292684,7.3414634146341475,0.8536585365853658,8.195121951219512,4.1951219512195115,3.1463414634146343,1.5853658536585369,6.829268292682928,21.02439024390244
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,2.122448979591837,42.06666666666667,5.033333333333333,3.1,0.03333333333333333,2.833333333333333,6.2333333333333325,7.1,6.166666666666668,11.1,4.6,4.866666666666666,5.533333333333332,9.933333333333334,5.933333333333334,5.266666666666667,1.6333333333333333,5.7,0.8,0.03333333333333333,13.066666666666665
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,5.938775510204081,40.972972972972975,0.2432432432432433,7.0,2.8378378378378377,0.9189189189189191,2.3513513513513518,4.54054054054054,5.702702702702703,10.027027027027025,2.5945945945945947,5.243243243243243,10.891891891891891,3.3513513513513518,4.918918918918919,6.54054054054054,0.6756756756756757,1.2432432432432432,1.054054054054054,4.864864864864865,20.081081081081077
CC1=CC(=O)CC(C)(C)C1,54.55102040816327,51.444444444444436,0.8444444444444444,12.288888888888891,7.044444444444443,0.2,1.3111111111111111,4.133333333333334,5.8,4.711111111111111,1.2444444444444445,4.888888888888889,5.355555555555554,4.044444444444443,0.4888888888888889,3.8666666666666663,2.955555555555556,4.177777777777779,4.266666666666667,9.155555555555557,15.4
C=CC(C)(O)CCC=C(C)C,58.6938775510204,73.06666666666666,3.844444444444445,31.844444444444445,17.977777777777778,0.9555555555555556,2.6,6.933333333333334,6.355555555555554,3.7777777777777777,1.7333333333333334,1.4888888888888892,9.577777777777778,1.9555555555555555,0.7111111111111111,2.3777777777777778,0.2222222222222222,1.2666666666666666,3.466666666666667,23.844444444444445,10.422222222222222
CC(C)CO,28.16326530612245,36.56666666666667,3.933333333333333,7.2,1.8666666666666667,0.0,1.2666666666666666,5.033333333333333,5.633333333333334,4.6,3.8333333333333335,10.466666666666667,4.933333333333334,10.6,12.4,2.8,0.9,0.5666666666666667,1.8,0.6666666666666666,19.233333333333334
CC(C)C=O,79.24489795918367,23.775510204081634,1.4489795918367347,1.4693877551020411,1.1428571428571428,2.1020408163265305,1.673469387755102,5.632653061224491,4.224489795918367,16.73469387755102,8.795918367346939,14.6734693877551,4.489795918367347,11.979591836734693,8.959183673469388,13.979591836734693,10.714285714285714,3.0408163265306123,1.5918367346938775,0.4897959183673469,33.44897959183673
CCC(C)=O,25.285714285714285,41.864864864864856,2.3783783783783785,7.432432432432432,1.4054054054054057,1.3783783783783785,5.216216216216216,8.648648648648651,5.918918918918918,9.702702702702704,5.297297297297297,7.081081081081082,0.8918918918918919,8.567567567567568,7.216216216216216,3.72972972972973,1.891891891891892,2.864864864864865,3.5135135135135136,3.4324324324324325,19.027027027027028
COC(C)=O,11.040816326530614,25.844444444444445,0.0,1.3111111111111111,0.37777777777777777,0.2,5.422222222222223,6.044444444444443,4.022222222222221,18.244444444444444,1.4666666666666666,12.4,2.844444444444445,7.777777777777778,9.466666666666667,7.5777777777777775,5.7333333333333325,3.088888888888889,0.4444444444444444,0.08888888888888889,28.244444444444447
C=C(C)C(=O)OC,43.734693877551024,40.175,0.6,6.275,4.375,1.825,7.075,7.275,5.725,9.15,3.5,9.9,7.675,11.4,3.95,5.6,1.275,7.225,4.65,6.575,19.1
