smiles,regression_citrus,regression_lemon,regression_grapefruit,regression_orange,regression_fruity,regression_pineapple,regression_grape,regression_strawberry,regression_apple,regression_pear,regression_cantaloupe,regression_peach,regression_banana,regression_floral,regression_rose,regression_violets,regression_lavender,regression_cologne,regression_musk,regression_perfumery,regression_fragrant,regression_aromatic,regression_honey,regression_cherry,regression_almond,regression_acetone,regression_nutty,regression_spicy,regression_clove,regression_cinnamon,regression_laurel,regression_tea,regression_seasoning,regression_pepper,regression_peppers,regression_dill,regression_caraway,regression_cognac,regression_resinous,regression_cedarwood,regression_mothballs,regression_peppermint,regression_camphor,regression_eucalyptus,regression_chocolate,regression_vanilla,regression_sweet,regression_maple,regression_caramel,regression_malty,regression_raisins,regression_molasses,regression_coconut,regression_anise,regression_alcoholic,regression_gasoline,regression_turpentine,regression_geranium,regression_celery,regression_weeds,regression_grass,regression_herbal,regression_cucumber,regression_hay,regression_grainy,regression_yeasty,regression_bakery,regression_fermented,regression_beery,regression_soapy,regression_leather,regression_cardboard,regression_rope,regression_stale,regression_musty,regression_potatoes,regression_mouse,regression_mushroom,regression_peanuts,regression_beany,regression_eggy,regression_bark,regression_cork,regression_smoky,regression_incense,regression_coffee,regression_tar,regression_creosote,regression_carbolic,regression_medicinal,regression_chemical,regression_bitter,regression_pungent,regression_vinegar,regression_sauerkraut,regression_ammonia,regression_urine,regression_urine.1,regression_fishy,regression_kipper,regression_semen,regression_rubber,regression_sooty,regression_kerosene,regression_oily,regression_buttery,regression_paint,regression_varnish,regression_popcorn,regression_meaty,regression_soupy,regression_rancid,regression_sweaty,regression_cheesy,regression_methane,regression_sulfurous,regression_garlic,regression_metallic,regression_blood,regression_animal,regression_sewer,regression_putrid,regression_fecal,regression_cadaverous,regression_sickening,regression_powdery,regression_chalky,regression_light,regression_heavy,regression_cooling,regression_warm
C1CCSC1,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.04,0.0,0.064,0.184,0.0,0.0,0.008,0.024,0.008,0.056,0.0,0.0,0.016,0.0,0.008,0.0,0.016,0.032,0.0,0.0,0.056,0.008,0.016,0.0,0.016,0.016,0.0,0.008,0.032,0.0,0.008,0.0,0.0,0.008,0.008,0.0,0.056,0.272,0.048,0.016,0.008,0.008,0.0,0.016,0.0,0.008,0.008,0.008,0.0,0.016,0.024,0.0,0.024,0.0,0.0,0.008,0.064,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.008,0.024,0.0,0.0,0.024,0.024,0.08,0.08800000000000001,0.312,0.04,0.528,0.224,0.024,0.07200000000000001,0.016,0.024,0.008,0.008,0.0,0.016,0.024,0.07200000000000001,0.12,0.008,0.048,0.04,0.008,0.008,0.0,0.16,0.12,0.0,0.152,0.104,0.264,0.07200000000000001,0.056,0.04,0.112,0.256,0.016,0.064,0.616,0.024,0.0,0.048,0.28,0.024,0.048
Cc1ccccc1,0.016,0.016,0.016,0.016,0.024,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.056,0.032,0.008,0.024,0.0,0.024,0.064,0.192,0.208,0.0,0.0,0.032,0.112,0.016,0.032,0.0,0.0,0.008,0.016,0.0,0.016,0.008,0.016,0.0,0.04,0.29600000000000004,0.056,0.016,0.04,0.008,0.008,0.008,0.008,0.128,0.016,0.008,0.008,0.016,0.008,0.008,0.008,0.04,0.152,0.08800000000000001,0.0,0.008,0.008,0.0,0.016,0.008,0.016,0.016,0.0,0.0,0.0,0.0,0.016,0.048,0.032,0.024,0.04,0.08,0.008,0.0,0.0,0.0,0.0,0.0,0.048,0.024,0.032,0.008,0.0,0.016,0.024,0.04,0.024,0.256,0.024,0.112,0.14400000000000002,0.008,0.024,0.008,0.0,0.024,0.0,0.0,0.016,0.008,0.048,0.08800000000000001,0.0,0.21600000000000005,0.104,0.016,0.008,0.0,0.07200000000000001,0.104,0.0,0.024,0.016,0.0,0.048,0.016,0.008,0.008,0.032,0.008,0.0,0.056,0.024,0.008,0.264,0.056,0.152,0.064
CN(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.036000000000000004,0.0072,0.036000000000000004,0.0719,0.0,0.0,0.0072,0.0072,0.0144,0.0288,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0072,0.0,0.0072,0.0288,0.0144,0.0072,0.0,0.0072,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0072,0.0144,0.0216,0.0,0.0,0.0,0.0,0.0072,0.0,0.0072,0.0144,0.0432,0.0,0.0216,0.0072,0.0072,0.0288,0.0072,0.0144,0.0935,0.0647,0.0072,0.0288,0.036000000000000004,0.0144,0.0072,0.0144,0.0072,0.0144,0.1079,0.0,0.0,0.0216,0.0288,0.0144,0.0072,0.0432,0.0288,0.1655,0.1079,0.0216,0.1727,0.15109999999999998,0.1079,0.6906,0.2446,0.0144,0.0288,0.0072,0.0072,0.2662,0.0144,0.0,0.0,0.0,0.0647,0.0,0.2734,0.2734,0.0,0.036000000000000004,0.0647,0.036000000000000004,0.0072,0.1942,0.15109999999999998,0.1151,0.3237,0.1583,0.2302,0.5036,0.0288,0.0144,0.0216,0.2734,0.0072,0.0935
COc1cc(C=O)ccc1O,0.0,0.0067,0.0,0.0,0.0872,0.0067,0.0,0.0201,0.0,0.0268,0.0134,0.0201,0.047,0.0604,0.0268,0.0134,0.0403,0.0268,0.0201,0.1611,0.4094,0.396,0.1074,0.0403,0.1477,0.0,0.047,0.0604,0.0268,0.06709999999999999,0.0,0.0067,0.0067,0.0,0.0,0.0,0.0067,0.0067,0.0872,0.0268,0.0,0.0403,0.0067,0.0,0.4832,0.6711,0.6577,0.1275,0.26170000000000004,0.3289,0.0403,0.0537,0.0872,0.0201,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0134,0.0403,0.0,0.0067,0.0,0.0067,0.0268,0.0,0.0067,0.0201,0.0,0.0,0.0067,0.0067,0.0134,0.0067,0.0067,0.0201,0.0268,0.0403,0.0134,0.0,0.0067,0.0067,0.0067,0.0201,0.0067,0.0201,0.0067,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0067,0.0,0.047,0.1208,0.0,0.0,0.0134,0.0,0.0,0.0067,0.0134,0.0067,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0134,0.0,0.0,0.0268,0.1342,0.0,0.30870000000000003,0.15439999999999998,0.0604,0.2081
CC12CCC(CC1)C(C)(C)O2,0.0289,0.0451,0.0061,0.0086,0.0333,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0301,0.0061,0.0043,0.018000000000000002,0.0136,0.0197,0.0741,0.3467,0.3458,0.0183,0.0091,0.0086,0.0589,0.0043,0.1204,0.0394,0.0183,0.0118,0.0226,0.0043,0.0086,0.003,0.029,0.0086,0.0197,0.1815,0.0923,0.0817,0.28600000000000003,0.4107,0.4054,0.0,0.0043,0.1602,0.0,0.0,0.0,0.0043,0.0,0.003,0.0272,0.0601,0.06269999999999999,0.3456,0.0091,0.0061,0.0105,0.0075,0.1022,0.0,0.0,0.0075,0.0,0.0,0.003,0.0086,0.003,0.018000000000000002,0.003,0.0091,0.0043,0.0241,0.0,0.0,0.003,0.0,0.0,0.0,0.0061,0.0,0.0139,0.0376,0.0,0.0462,0.0365,0.1775,0.406,0.159,0.018000000000000002,0.1526,0.0118,0.0,0.0298,0.0,0.0,0.0075,0.0,0.0,0.0105,0.003,0.0471,0.0279,0.003,0.17600000000000002,0.1049,0.0,0.0,0.0,0.003,0.0322,0.0086,0.0053,0.0091,0.0,0.0255,0.0,0.0053,0.0086,0.0043,0.0,0.0,0.0204,0.0172,0.0,0.1846,0.16690000000000002,0.3443,0.0909
Cc1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0076,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0076,0.0076,0.0,0.0,0.0455,0.0455,0.1667,0.17420000000000002,0.0076,0.0,0.0455,0.0152,0.0152,0.0379,0.0076,0.0,0.0,0.0,0.0,0.0076,0.0,0.0152,0.0,0.0152,0.2273,0.0379,0.0227,0.0076,0.053,0.0076,0.0,0.0076,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0303,0.0379,0.0455,0.0152,0.0,0.0152,0.0076,0.0303,0.0,0.0227,0.0076,0.0076,0.0,0.0076,0.0,0.0455,0.0682,0.0455,0.0227,0.053,0.1288,0.0152,0.0379,0.0076,0.0152,0.0152,0.0,0.053,0.0227,0.1515,0.053,0.0,0.0682,0.0606,0.1894,0.2727,0.2197,0.0455,0.0758,0.0606,0.0,0.0303,0.053,0.0076,0.0152,0.0076,0.0,0.0909,0.0303,0.0227,0.1061,0.0076,0.0909,0.0303,0.0076,0.0152,0.0,0.053,0.1212,0.0,0.0076,0.0303,0.0,0.0909,0.0455,0.0909,0.053,0.0758,0.1439,0.0455,0.1061,0.0606,0.0076,0.1667,0.1818,0.053,0.0985
C=CCc1ccc(O)c(OC)c1,0.0133,0.0,0.0,0.0133,0.068,0.0,0.0067,0.0,0.0,0.02,0.0,0.0067,0.02,0.134,0.0333,0.04,0.0267,0.0687,0.0133,0.1887,0.4907,0.43,0.02,0.0267,0.05,0.0067,0.0133,0.5167,0.636,0.336,0.0133,0.0467,0.0533,0.06,0.0067,0.0267,0.02,0.0133,0.1133,0.1073,0.0067,0.1207,0.04,0.06,0.0,0.06,0.3713,0.0133,0.02,0.02,0.0333,0.0133,0.0133,0.0873,0.0067,0.0067,0.0333,0.0267,0.0133,0.02,0.0133,0.08199999999999999,0.0067,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0067,0.0067,0.0067,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0133,0.0667,0.0933,0.0067,0.0067,0.04,0.0267,0.1607,0.0607,0.0067,0.0667,0.0267,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0067,0.0133,0.0267,0.0,0.02,0.0067,0.0,0.02,0.0,0.0,0.0267,0.02,0.0,0.0067,0.02,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.242,0.182,0.142,0.1747
COC(=O)c1ccccc1O,0.0067,0.02,0.0,0.0067,0.1,0.0067,0.0067,0.02,0.0067,0.0067,0.0,0.0,0.0267,0.1333,0.0267,0.02,0.04,0.0333,0.0133,0.2267,0.64,0.5667,0.02,0.0267,0.08,0.04,0.0067,0.32,0.1533,0.1467,0.02,0.04,0.0133,0.0,0.0,0.0,0.0067,0.0,0.0667,0.0467,0.0733,0.7733,0.2067,0.18,0.0067,0.08,0.46,0.0067,0.0133,0.0067,0.0,0.0,0.0133,0.2133,0.0533,0.0133,0.0533,0.0133,0.0,0.02,0.02,0.2133,0.0,0.0067,0.0,0.0,0.0,0.0067,0.0,0.02,0.0133,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0933,0.0,0.0267,0.0067,0.08,0.3667,0.1,0.0133,0.0867,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.02,0.0133,0.0,0.0,0.0067,0.0,0.0,0.0067,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0667,0.0133,0.34,0.1867,0.5333,0.1467
C=CCc1ccc2c(c1)OCO2,0.0429,0.0143,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0143,0.0,0.0071,0.0143,0.0786,0.0286,0.0143,0.0571,0.0214,0.0214,0.15,0.5143,0.5643,0.0214,0.0286,0.0786,0.0286,0.0214,0.3786,0.1286,0.0786,0.0286,0.0643,0.0143,0.0286,0.0,0.0143,0.0357,0.0214,0.27140000000000003,0.0929,0.0357,0.3786,0.1857,0.13570000000000002,0.0,0.0571,0.4714,0.0357,0.0214,0.0214,0.0143,0.0,0.0071,0.6929000000000001,0.0286,0.0357,0.1143,0.0143,0.0,0.0286,0.0286,0.1714,0.0,0.0143,0.0,0.0071,0.0071,0.0071,0.0214,0.0286,0.0214,0.0143,0.0,0.0,0.05,0.003,0.0,0.0071,0.0,0.0,0.0,0.1286,0.0071,0.0571,0.0857,0.0,0.0786,0.07139999999999999,0.1,0.2643,0.0857,0.0143,0.1,0.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0571,0.0,0.05,0.0357,0.0,0.0071,0.0,0.0071,0.05,0.0357,0.0,0.0143,0.0,0.0286,0.0,0.0071,0.0,0.0071,0.0,0.0,0.0429,0.0643,0.0143,0.2214,0.2357,0.35,0.17859999999999998
C=CCCCCCCCCC(=O)O,0.06309999999999999,0.009000000000000001,0.009000000000000001,0.027000000000000003,0.1171,0.018000000000000002,0.009000000000000001,0.027000000000000003,0.009000000000000001,0.027000000000000003,0.009000000000000001,0.0541,0.0,0.06309999999999999,0.027000000000000003,0.009000000000000001,0.009000000000000001,0.018000000000000002,0.009000000000000001,0.0901,0.17120000000000002,0.1261,0.018000000000000002,0.009000000000000001,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.018000000000000002,0.2072,0.027000000000000003,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0.0,0.1892,0.0,0.009000000000000001,0.027000000000000003,0.027000000000000003,0.0,0.009000000000000001,0.009000000000000001,0.018000000000000002,0.018000000000000002,0.009000000000000001,0.009000000000000001,0.018000000000000002,0.018000000000000002,0.027000000000000003,0.045,0.0,0.018000000000000002,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0.009000000000000001,0.0541,0.045,0.027000000000000003,0.027000000000000003,0.045,0.08109999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.06309999999999999,0.045,0.0,0.0,0.009000000000000001,0.0,0.018000000000000002,0.045,0.0721,0.018000000000000002,0.027000000000000003,0.08109999999999999,0.009000000000000001,0.009000000000000001,0.0,0.0,0.009000000000000001,0.0,0.027000000000000003,0.009000000000000001,0.027000000000000003,0.009000000000000001,0.1261,0.009000000000000001,0.018000000000000002,0.009000000000000001,0.018000000000000002,0.018000000000000002,0.009000000000000001,0.036000000000000004,0.1081,0.0,0.0,0.009000000000000001,0.0,0.036000000000000004,0.009000000000000001,0.0,0.0,0.009000000000000001,0.0,0.009000000000000001,0.027000000000000003,0.0991,0.027000000000000003,0.3423,0.045,0.027000000000000003,0.0991
OCCc1ccccc1,0.0302,0.0236,0.0067,0.0101,0.0943,0.0101,0.0067,0.013500000000000002,0.0,0.0168,0.0202,0.0168,0.0202,0.5726,0.5693,0.2661,0.2089,0.2359,0.0741,0.5492,0.6805,0.4581,0.0875,0.0371,0.0774,0.0168,0.0067,0.1381,0.0471,0.0539,0.0236,0.0269,0.0034,0.0067,0.0034,0.013500000000000002,0.0067,0.0236,0.138,0.0606,0.0202,0.0371,0.0303,0.0269,0.0067,0.0303,0.4345000000000001,0.0168,0.0101,0.0202,0.0034,0.0034,0.0067,0.0168,0.0404,0.0202,0.0303,0.1348,0.0034,0.0504,0.0573,0.2696,0.0068000000000000005,0.0336,0.0168,0.0337,0.0,0.0371,0.0505,0.0303,0.0168,0.0134,0.0034,0.0437,0.1077,0.0034,0.0202,0.0067,0.0068000000000000005,0.0034,0.0034,0.037000000000000005,0.0336,0.0269,0.1179,0.0034,0.0067,0.0236,0.0403,0.0674,0.0842,0.0168,0.0976,0.0908,0.0034,0.0404,0.0774,0.0336,0.0168,0.0034,0.0067,0.0034,0.0067,0.0067,0.0809,0.013500000000000002,0.0236,0.0168,0.0034,0.0067,0.0,0.0471,0.1044,0.0067,0.0067,0.0134,0.0,0.0134,0.0168,0.0437,0.0168,0.0438,0.0101,0.0235,0.1043,0.0572,0.0101,0.3369,0.1852,0.0876,0.1684
CC(=O)OC1CC2CCC1(C)C2(C)C,0.0286,0.0286,0.0071,0.0071,0.0286,0.0071,0.0071,0.0071,0.0,0.0,0.0143,0.0,0.0,0.17859999999999998,0.0214,0.0429,0.0571,0.0929,0.0643,0.3214,0.5786,0.3857,0.0214,0.0,0.0214,0.0786,0.0143,0.0857,0.0357,0.0071,0.0071,0.0,0.0071,0.0143,0.0,0.0071,0.0,0.0429,0.35710000000000003,0.3357,0.1214,0.13570000000000002,0.35,0.1429,0.0071,0.0071,0.1857,0.0,0.0,0.0,0.0,0.0,0.0071,0.0286,0.0286,0.0643,0.3429,0.0286,0.0071,0.0143,0.0286,0.2857,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0214,0.0143,0.0071,0.0143,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.0143,0.0357,0.1714,0.0071,0.0286,0.0071,0.2429,0.1857,0.15,0.0071,0.1071,0.0143,0.0,0.0643,0.0071,0.0,0.0,0.0,0.0,0.0071,0.0,0.0143,0.0357,0.0,0.0571,0.0786,0.0,0.0,0.0,0.0071,0.0143,0.0,0.0,0.0,0.0,0.0143,0.0,0.0071,0.0,0.0,0.0,0.0,0.0214,0.1286,0.0214,0.2643,0.15710000000000002,0.27140000000000003,0.15
CCOC(=O)C1OC1(C)c1ccccc1,0.1857,0.1286,0.0071,0.1143,0.7071,0.1214,0.35,0.4286,0.0,0.1071,0.07139999999999999,0.1214,0.0571,0.2286,0.05,0.0643,0.0571,0.0429,0.0286,0.3143,0.7071,0.5143,0.0643,0.3929,0.0357,0.0,0.0071,0.1,0.0214,0.0071,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0214,0.0357,0.0143,0.0071,0.0786,0.0071,0.0071,0.0071,0.05,0.7857,0.0071,0.0286,0.0071,0.0214,0.0071,0.0286,0.0214,0.0071,0.0143,0.0071,0.0071,0.0,0.0071,0.0071,0.0214,0.0,0.0,0.0,0.0,0.0,0.0143,0.0071,0.0,0.0,0.0,0.0,0.0143,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.1214,0.0,0.0,0.0,0.0214,0.0214,0.0571,0.0143,0.0571,0.0857,0.0,0.0,0.0071,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0071,0.0214,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0071,0.0071,0.0071,0.0143,0.0071,0.05,0.0571,0.0071,0.2929,0.1286,0.15,0.13570000000000002
CC1=CC(=O)CC(C)(C)C1,0.0156,0.0313,0.0,0.0,0.0859,0.0,0.0156,0.0,0.0156,0.0313,0.0156,0.0078,0.0,0.0781,0.0156,0.0156,0.0,0.0156,0.0547,0.0547,0.2891,0.2031,0.0391,0.0156,0.0234,0.0234,0.0234,0.0781,0.0078,0.0078,0.0078,0.0625,0.0156,0.0078,0.0156,0.0078,0.0,0.0469,0.2656,0.0859,0.0547,0.125,0.1563,0.1172,0.0078,0.0156,0.25780000000000003,0.0234,0.0078,0.0078,0.0469,0.0078,0.0078,0.0391,0.0391,0.0781,0.0703,0.0078,0.0391,0.0313,0.0469,0.1875,0.0078,0.0625,0.0313,0.0156,0.0,0.0234,0.0234,0.0078,0.0391,0.0313,0.0234,0.0313,0.1406,0.0,0.0,0.0156,0.0078,0.0156,0.0,0.0469,0.0156,0.1094,0.0469,0.0,0.0234,0.0234,0.0938,0.1484,0.1563,0.0391,0.1563,0.0703,0.0,0.0156,0.0,0.0078,0.0,0.0,0.0,0.0156,0.0078,0.0156,0.0781,0.0078,0.0938,0.0547,0.0,0.0078,0.0156,0.0469,0.0391,0.0,0.0078,0.0,0.0156,0.0234,0.0,0.0156,0.0078,0.0234,0.0,0.0,0.0859,0.0547,0.0,0.1875,0.1484,0.0938,0.1094
CC1=CCC2CC1C2(C)C,0.0187,0.0561,0.0,0.0,0.0374,0.0,0.0,0.0,0.0,0.0093,0.0,0.0093,0.0,0.0374,0.0093,0.0093,0.0,0.0374,0.028,0.1215,0.3084,0.215,0.0093,0.0,0.0187,0.028,0.0374,0.0467,0.0093,0.0093,0.0,0.0,0.0,0.0093,0.0,0.0,0.0093,0.0561,0.5514,0.1869,0.028,0.028,0.0748,0.0467,0.0093,0.0187,0.1589,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0093,0.028,0.2804,0.0,0.0,0.028,0.0187,0.1402,0.0093,0.0093,0.028,0.0,0.0,0.0093,0.0093,0.028,0.0374,0.08410000000000001,0.028,0.0,0.1495,0.0093,0.0093,0.0187,0.0,0.0,0.0,0.16820000000000002,0.0654,0.0654,0.0561,0.0,0.0374,0.0093,0.0654,0.0187,0.1121,0.0187,0.0561,0.0467,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0093,0.0,0.0374,0.1215,0.0,0.1028,0.0561,0.0093,0.0,0.0,0.0187,0.0654,0.0093,0.0,0.0093,0.0093,0.0561,0.0,0.0093,0.0,0.0,0.0,0.0,0.0374,0.0748,0.0093,0.3271,0.0748,0.0935,0.08410000000000001
CC1=C(O)C(=O)CC1,0.0,0.0,0.0,0.0078,0.0156,0.0156,0.0,0.0078,0.0,0.0,0.0,0.0,0.0313,0.0156,0.0,0.0,0.0,0.0,0.0313,0.0313,0.1875,0.2188,0.0781,0.0,0.1328,0.0078,0.1797,0.125,0.0,0.0156,0.0,0.0078,0.0391,0.0469,0.0,0.0,0.0078,0.0547,0.25,0.0234,0.0078,0.0078,0.0156,0.0156,0.0313,0.0703,0.32030000000000003,0.3516,0.2891,0.0938,0.0313,0.1875,0.0156,0.0703,0.0391,0.0,0.0234,0.0,0.0391,0.0,0.0234,0.0313,0.0078,0.0078,0.0078,0.0156,0.0,0.0234,0.0,0.0,0.0156,0.0156,0.0078,0.0781,0.1484,0.0078,0.0,0.0,0.0547,0.0156,0.0078,0.0703,0.0156,0.4688000000000001,0.0234,0.2031,0.0391,0.0234,0.0234,0.0625,0.0547,0.0625,0.1016,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,0.0,0.0781,0.0547,0.0156,0.0078,0.0313,0.0391,0.0,0.0234,0.0234,0.0078,0.0,0.0156,0.0313,0.0156,0.0,0.0,0.0078,0.0313,0.0078,0.0078,0.1328,0.0859,0.0078,0.0469,0.34380000000000005,0.0,0.2422
Cc1c[nH]c2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0288,0.0,0.0072,0.0144,0.0216,0.1007,0.036000000000000004,0.17989999999999998,0.1871,0.0072,0.0072,0.0144,0.0072,0.0072,0.0288,0.0,0.0072,0.0,0.0,0.0072,0.0216,0.0,0.0144,0.0,0.0144,0.1727,0.0863,0.446,0.0,0.0935,0.0144,0.0,0.0,0.0576,0.0,0.0,0.0144,0.0,0.0,0.0144,0.0,0.0072,0.0863,0.0863,0.0,0.0,0.0144,0.0,0.0,0.0072,0.0,0.0,0.0216,0.0,0.036000000000000004,0.0,0.0144,0.0432,0.036000000000000004,0.0144,0.1151,0.2158,0.0144,0.0504,0.0,0.0,0.0072,0.0,0.036000000000000004,0.0144,0.1583,0.0,0.0,0.0504,0.1079,0.1223,0.1079,0.259,0.0719,0.2302,0.1439,0.0144,0.0719,0.0719,0.0863,0.0432,0.0,0.0288,0.0072,0.0504,0.0288,0.1079,0.0,0.0144,0.0432,0.0,0.0288,0.0,0.223,0.2014,0.0,0.0504,0.1007,0.036000000000000004,0.0504,0.0504,0.1295,0.1871,0.3165,0.2806,0.1295,0.4964,0.0576,0.0072,0.036000000000000004,0.295,0.0647,0.1223
Cc1ccc(C(C)C)c(O)c1,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0067,0.0067,0.0067,0.0267,0.0,0.0067,0.02,0.0067,0.0333,0.04,0.2067,0.2867,0.02,0.0,0.0467,0.0333,0.02,0.0933,0.04,0.0067,0.0,0.0133,0.0133,0.0067,0.0,0.0067,0.02,0.0733,0.3867,0.1467,0.06,0.0333,0.22,0.1267,0.0,0.0133,0.0933,0.0067,0.0067,0.0267,0.0133,0.0067,0.0,0.0133,0.0467,0.2067,0.1933,0.0267,0.0,0.02,0.02,0.1067,0.0,0.0067,0.0067,0.0067,0.0,0.0133,0.02,0.0467,0.1267,0.0467,0.0467,0.0733,0.2067,0.0133,0.0067,0.0067,0.0,0.0,0.0,0.12,0.06,0.3267,0.06,0.0067,0.24,0.24670000000000006,0.3333,0.38,0.2867,0.0667,0.2,0.0467,0.0,0.0067,0.02,0.0133,0.02,0.0133,0.0,0.1267,0.0333,0.1067,0.18,0.0067,0.14,0.1133,0.0067,0.0333,0.0,0.0667,0.14,0.02,0.0,0.0267,0.0067,0.0867,0.0067,0.0267,0.0133,0.06,0.0133,0.02,0.16,0.08,0.0133,0.2067,0.2667,0.1267,0.1667
C1CCC2CCCCC2C1,0.0084,0.0084,0.0084,0.0,0.0252,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0168,0.0084,0.0,0.0,0.0084,0.042,0.0168,0.1597,0.15130000000000002,0.0,0.0,0.0252,0.0,0.0084,0.084,0.0084,0.0,0.0,0.0084,0.0084,0.0084,0.0084,0.0168,0.0,0.0084,0.2773,0.0924,0.042,0.042,0.0588,0.0084,0.0,0.0,0.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0168,0.0504,0.084,0.0168,0.0168,0.0336,0.0588,0.13449999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0168,0.0168,0.042,0.0,0.0756,0.32770000000000005,0.0084,0.0084,0.0168,0.0,0.0,0.0,0.0336,0.0084,0.0588,0.0168,0.0,0.0168,0.0252,0.084,0.0672,0.0756,0.0252,0.0672,0.1008,0.0168,0.0084,0.0,0.0,0.0336,0.0,0.0,0.0084,0.0084,0.0252,0.0252,0.0,0.0336,0.0168,0.0,0.0168,0.0,0.0252,0.042,0.0,0.0252,0.042,0.0924,0.0168,0.0084,0.0084,0.0084,0.0252,0.0,0.0,0.0924,0.1008,0.0084,0.2269,0.13449999999999998,0.0924,0.1008
COc1ccc2ccccc2c1,0.05,0.0429,0.0071,0.0286,0.13570000000000002,0.0143,0.05,0.0357,0.0,0.0214,0.0214,0.0143,0.0,0.2429,0.1,0.05,0.1143,0.0786,0.07139999999999999,0.3286,0.5714,0.4143,0.0214,0.0786,0.1286,0.0143,0.0357,0.1214,0.0286,0.0357,0.0143,0.0071,0.0,0.0071,0.0,0.0071,0.0,0.0286,0.2143,0.0643,0.2214,0.17859999999999998,0.1714,0.0643,0.0,0.0429,0.45,0.0071,0.0,0.0214,0.0071,0.0071,0.0,0.1071,0.0286,0.1,0.1286,0.0071,0.0,0.0143,0.0143,0.1714,0.0071,0.0143,0.0071,0.0,0.0,0.0143,0.0071,0.1071,0.07139999999999999,0.0286,0.0214,0.05,0.0929,0.0143,0.0071,0.0,0.0,0.0,0.0071,0.0429,0.0357,0.0857,0.0929,0.0,0.0929,0.07139999999999999,0.2071,0.17859999999999998,0.2214,0.0286,0.1143,0.0429,0.0,0.0143,0.0143,0.0,0.0071,0.0,0.0,0.07139999999999999,0.0214,0.1,0.0643,0.0,0.1429,0.0929,0.0143,0.0,0.0,0.0286,0.0571,0.0,0.0214,0.0143,0.0,0.05,0.0143,0.0214,0.0071,0.0143,0.0214,0.0,0.07139999999999999,0.1429,0.0071,0.2,0.2357,0.2,0.2143
