Test UID,Subject,Correct
90,16,True
90,17,True
90,18,False
90,19,False
90,20,False
90,21,True
90,22,False
90,23,False
90,24,True
90,25,False
90,26,True
91,1,False
91,2,False
91,3,True
91,4,True
91,5,False
91,6,True
91,7,False
91,8,True
91,9,True
91,10,True
91,11,True
91,12,True
91,13,True
91,14,True
91,15,True
91,16,True
91,17,True
91,18,True
91,19,True
91,20,True
91,21,False
91,22,True
91,23,True
91,24,True
91,25,True
91,26,True
92,1,True
92,2,True
92,3,True
92,4,False
92,5,False
92,6,False
92,7,True
92,8,True
92,9,True
92,10,False
92,11,True
92,12,True
92,13,True
92,14,True
92,15,True
92,16,True
92,17,False
92,18,True
92,19,True
92,20,False
92,21,True
92,22,True
92,23,True
92,24,True
92,25,True
92,26,True
93,1,True
93,2,False
93,3,True
93,4,True
93,5,False
93,6,False
93,7,True
93,8,False
93,9,True
93,10,True
93,11,True
93,12,True
93,13,True
93,14,True
93,15,False
93,16,True
93,17,True
93,18,True
93,19,False
93,20,True
93,21,True
93,22,True
93,23,True
93,24,True
93,25,True
93,26,True
94,1,False
94,2,False
94,3,False
94,4,True
94,5,False
94,6,False
94,7,True
94,8,False
94,9,False
94,10,False
94,11,True
94,12,True
94,13,True
94,14,False
94,15,False
94,16,True
94,17,True
94,18,True
94,19,True
94,20,False
94,21,True
94,22,False
94,23,False
94,24,False
94,25,False
94,26,True
95,1,False
95,2,True
95,3,True
95,4,True
95,5,True
95,6,True
95,7,True
95,8,True
95,9,False
95,10,True
95,11,False
95,12,False
95,13,True
95,14,True
95,15,True
95,16,True
95,17,True
95,18,True
95,19,True
95,20,True
95,21,True
95,22,True
95,23,False
95,24,True
95,25,True
95,26,True
96,1,True
96,2,False
96,3,False
96,4,True
96,5,True
96,6,True
96,7,False
96,8,True
96,9,True
96,10,True
96,11,True
96,12,False
96,13,False
96,14,True
96,15,True
96,16,True
96,17,True
96,18,True
96,19,False
96,20,True
96,21,False
96,22,True
96,23,True
96,24,True
96,25,True
96,26,True
97,1,True
97,2,False
97,3,False
97,4,True
97,5,False
97,6,False
97,7,False
97,8,False
97,9,False
97,10,False
97,11,True
97,12,False
97,13,False
97,14,False
97,15,False
97,16,False
97,17,False
97,18,False
97,19,False
97,20,False
97,21,False
97,22,False
97,23,True
97,24,False
97,25,False
97,26,False
98,1,True
98,2,False
98,3,True
98,4,False
98,5,False
98,6,True
98,7,False
98,8,True
98,9,False
98,10,True
98,11,False
98,12,True
98,13,False
98,14,True
98,15,False
98,16,True
98,17,True
98,18,False
98,19,True
98,20,False
98,21,True
98,22,True
98,23,False
98,24,False
98,25,True
98,26,False
99,1,False
99,2,True
99,3,True
99,4,True
99,5,False
99,6,False
99,7,False
99,8,False
99,9,True
99,10,False
99,11,False
99,12,False
99,13,True
99,14,False
99,15,False
99,16,True
99,17,True
99,18,False
99,19,True
99,20,False
99,21,True
99,22,True
99,23,True
99,24,True
99,25,False
99,26,False
100,1,False
100,2,True
100,3,False
100,4,False
100,5,False
100,6,True
100,7,True
100,8,True
100,9,False
100,10,False
100,11,True
100,12,True
100,13,False
100,14,True
100,15,True
100,16,False
100,17,True
100,18,True
100,19,True
100,20,False
100,21,True
100,22,True
100,23,True
100,24,True
100,25,True
100,26,True
101,1,False
101,2,False
101,3,False
101,4,True
101,5,True
101,6,False
101,7,False
101,8,False
101,9,False
101,10,False
101,11,False
101,12,False
101,13,False
101,14,False
101,15,False
101,16,False
101,17,False
101,18,True
101,19,False
101,20,False
101,21,False
101,22,False
101,23,False
101,24,False
101,25,False
101,26,True
102,1,True
102,2,False
102,3,False
102,4,True
102,5,True
102,6,True
102,7,True
102,8,False
102,9,False
102,10,False
102,11,False
102,12,False
102,13,True
102,14,False
102,15,True
102,16,False
102,17,True
102,18,False
102,19,True
102,20,False
102,21,False
102,22,False
102,23,True
102,24,True
102,25,False
102,26,True
103,1,False
103,2,True
103,3,False
103,4,False
103,5,True
103,6,True
103,7,True
103,8,True
103,9,False
103,10,False
103,11,True
103,12,False
103,13,True
103,14,True
103,15,False
103,16,True
103,17,True
103,18,True
103,19,True
103,20,True
103,21,True
103,22,True
103,23,False
103,24,True
103,25,True
103,26,True
104,1,False
104,2,True
104,3,False
104,4,False
104,5,False
104,6,True
104,7,False
104,8,False
104,9,False
104,10,False
104,11,False
104,12,False
104,13,True
104,14,True
104,15,True
104,16,False
104,17,True
104,18,False
104,19,False
104,20,False
104,21,True
104,22,False
104,23,False
104,24,False
104,25,False
104,26,True
105,1,False
105,2,True
105,3,False
105,4,False
105,5,True
105,6,False
105,7,False
105,8,True
105,9,False
105,10,True
105,11,True
105,12,False
105,13,True
105,14,False
105,15,False
105,16,True
105,17,True
105,18,False
105,19,False
105,20,True
105,21,True
105,22,True
105,23,True
105,24,True
105,25,True
105,26,True
106,1,True
106,2,True
106,3,True
106,4,True
106,5,True
106,6,False
106,7,True
106,8,True
106,9,True
106,10,False
106,11,True
106,12,False
106,13,True
106,14,False
106,15,False
106,16,False
106,17,True
106,18,False
106,19,False
106,20,True
106,21,True
106,22,True
106,23,False
106,24,True
106,25,False
106,26,True
107,1,True
107,2,True
107,3,True
107,4,True
107,5,True
107,6,False
107,7,False
107,8,True
107,9,True
107,10,True
107,11,False
107,12,True
107,13,False
107,14,True
107,15,True
107,16,True
107,17,False
107,18,True
107,19,False
107,20,False
107,21,True
107,22,False
107,23,False
107,24,True
107,25,True
107,26,True
108,1,False
108,2,False
108,3,False
108,4,True
108,5,True
108,6,True
108,7,True
108,8,True
108,9,True
108,10,True
108,11,False
108,12,True
108,13,False
108,14,True
108,15,False
108,16,False
108,17,True
108,18,False
108,19,True
108,20,True
108,21,True
108,22,True
108,23,False
108,24,True
108,25,True
108,26,True
109,1,True
109,2,False
109,3,True
109,4,True
109,5,False
109,6,False
109,7,True
109,8,True
109,9,True
109,10,False
109,11,True
109,12,True
109,13,True
109,14,False
109,15,True
109,16,False
109,17,True
109,18,True
109,19,False
109,20,True
109,21,False
109,22,False
109,23,False
109,24,True
109,25,False
109,26,False
110,1,True
110,2,True
110,3,False
110,4,True
110,5,True
110,6,False
110,7,False
110,8,False
110,9,True
110,10,False
110,11,False
110,12,False
110,13,True
110,14,False
110,15,True
110,16,True
110,17,True
110,18,False
110,19,True
110,20,True
110,21,False
110,22,True
110,23,False
110,24,False
110,25,False
110,26,True
111,1,True
111,2,True
111,3,False
111,4,True
111,5,False
111,6,True
111,7,True
111,8,False
111,9,False
111,10,False
111,11,True
111,12,False
111,13,True
111,14,True
111,15,True
111,16,True
111,17,True
111,18,True
111,19,True
111,20,True
111,21,True
111,22,True
111,23,True
111,24,True
111,25,True
111,26,True
112,1,True
112,2,True
112,3,True
112,4,True
112,5,False
112,6,True
112,7,True
112,8,True
112,9,True
112,10,False
112,11,False
112,12,False
112,13,False
112,14,False
112,15,True
112,16,True
112,17,True
112,18,True
112,19,True
112,20,False
112,21,True
112,22,True
112,23,True
112,24,True
112,25,True
112,26,True
113,1,True
113,2,True
113,3,False
113,4,False
113,5,True
113,6,False
113,7,True
113,8,False
113,9,True
113,10,False
113,11,True
113,12,False
113,13,True
113,14,True
113,15,False
113,16,False
113,17,False
113,18,False
113,19,True
113,20,False
113,21,True
113,22,False
113,23,False
113,24,True
113,25,False
113,26,True
114,1,True
114,2,False
114,3,True
114,4,True
114,5,False
114,6,True
114,7,False
114,8,False
114,9,False
114,10,True
114,11,False
114,12,True
114,13,True
114,14,False
114,15,True
114,16,True
114,17,True
114,18,False
114,19,False
114,20,True
114,21,False
114,22,True
114,23,True
114,24,False
114,25,False
114,26,False
115,1,False
115,2,True
115,3,True
115,4,False
115,5,False
115,6,True
115,7,True
115,8,False
115,9,False
115,10,False
115,11,False
115,12,True
115,13,True
115,14,True
115,15,True
115,16,True
115,17,True
115,18,True
115,19,True
115,20,True
115,21,False
115,22,True
115,23,False
115,24,False
115,25,True
115,26,True
116,1,True
116,2,False
116,3,True
116,4,True
116,5,True
116,6,True
116,7,True
116,8,True
116,9,False
116,10,True
116,11,True
116,12,False
116,13,False
116,14,True
116,15,True
116,16,True
116,17,True
116,18,True
116,19,True
116,20,True
116,21,True
116,22,False
116,23,True
116,24,False
116,25,False
116,26,True
117,1,False
117,2,False
117,3,False
117,4,False
117,5,True
117,6,True
117,7,False
117,8,False
117,9,True
117,10,False
117,11,False
117,12,False
117,13,True
117,14,True
117,15,False
117,16,True
117,17,False
117,18,True
117,19,False
117,20,False
117,21,False
117,22,False
117,23,True
117,24,False
117,25,True
117,26,True
118,1,False
118,2,False
118,3,False
118,4,False
118,5,False
118,6,True
118,7,False
118,8,True
118,9,True
118,10,True
118,11,True
118,12,True
118,13,False
118,14,True
118,15,True
118,16,True
118,17,True
118,18,True
118,19,False
118,20,True
118,21,True
118,22,True
118,23,True
118,24,True
118,25,True
118,26,True
119,1,False
119,2,False
119,3,False
119,4,True
119,5,False
119,6,False
119,7,False
119,8,True
119,9,False
119,10,True
119,11,False
119,12,True
119,13,False
119,14,False
119,15,True
119,16,True
119,17,False
119,18,False
119,19,False
119,20,False
119,21,False
119,22,False
119,23,False
119,24,False
119,25,True
119,26,True
120,1,False
120,2,True
120,3,False
120,4,False
120,5,False
120,6,False
120,7,True
120,8,True
120,9,True
120,10,False
120,11,True
120,12,True
120,13,True
120,14,False
120,15,True
120,16,True
120,17,True
120,18,False
120,19,False
120,20,True
120,21,False
120,22,False
120,23,False
120,24,True
120,25,True
120,26,True
121,1,False
121,2,False
121,3,False
121,4,False
121,5,False
121,6,False
121,7,False
121,8,False
121,9,True
121,10,False
121,11,False
121,12,False
121,13,False
121,14,True
121,15,False
121,16,False
121,17,False
121,18,False
121,19,True
121,20,False
121,21,False
121,22,True
121,23,False
121,24,False
121,25,False
121,26,False
122,1,True
122,2,True
122,3,True
122,4,True
122,5,True
122,6,True
122,7,True
122,8,True
122,9,True
122,10,False
122,11,False
122,12,False
122,13,False
122,14,True
122,15,True
122,16,True
122,17,True
122,18,True
122,19,False
122,20,False
122,21,True
122,22,True
122,23,True
122,24,False
122,25,True
122,26,True
123,1,True
123,2,True
123,3,True
123,4,True
123,5,True
123,6,True
123,7,False
123,8,False
123,9,False
123,10,False
123,11,True
123,12,False
123,13,False
123,14,True
123,15,False
123,16,False
123,17,False
123,18,True
123,19,True
123,20,True
123,21,False
123,22,False
123,23,False
123,24,False
123,25,False
123,26,True
124,1,False
124,2,False
124,3,False
124,4,False
124,5,False
124,6,True
124,7,True
124,8,True
124,9,False
124,10,False
124,11,False
124,12,False
124,13,True
124,14,False
124,15,False
124,16,False
124,17,False
124,18,False
124,19,False
124,20,True
124,21,True
124,22,False
124,23,True
124,24,False
124,25,False
124,26,True
125,1,False
125,2,False
125,3,False
125,4,True
125,5,False
125,6,False
125,7,True
125,8,False
125,9,False
125,10,True
125,11,False
125,12,False
125,13,True
125,14,False
125,15,False
125,16,True
125,17,True
125,18,True
125,19,True
125,20,False
125,21,False
125,22,True
125,23,True
125,24,True
125,25,True
125,26,False
126,1,False
126,2,False
126,3,True
126,4,True
126,5,False
126,6,True
126,7,False
126,8,False
126,9,True
126,10,False
126,11,False
126,12,False
126,13,False
126,14,False
126,15,True
126,16,False
126,17,True
126,18,False
126,19,False
126,20,False
126,21,False
126,22,False
126,23,False
126,24,False
126,25,False
126,26,True
127,1,False
127,2,False
127,3,False
127,4,True
127,5,True
127,6,False
127,7,False
127,8,False
127,9,True
127,10,True
127,11,True
127,12,True
127,13,True
127,14,False
127,15,True
127,16,True
127,17,True
127,18,True
127,19,True
127,20,True
127,21,True
127,22,True
127,23,True
127,24,True
127,25,True
127,26,True
128,1,False
128,2,False
128,3,False
128,4,True
128,5,False
128,6,True
128,7,True
128,8,True
128,9,True
128,10,True
128,11,True
128,12,True
128,13,True
128,14,True
128,15,True
128,16,False
128,17,False
128,18,False
128,19,True
128,20,True
128,21,False
128,22,False
128,23,True
128,24,True
128,25,True
128,26,True
129,1,True
129,2,False
129,3,True
129,4,True
129,5,False
129,6,True
129,7,True
129,8,True
129,9,True
129,10,False
129,11,False
129,12,True
129,13,True
129,14,False
129,15,True
129,16,True
129,17,True
129,18,True
129,19,True
129,20,False
129,21,True
129,22,True
129,23,True
129,24,True
129,25,False
129,26,True
130,1,False
130,2,True
130,3,True
130,4,True
130,5,False
130,6,True
130,7,True
130,8,True
130,9,True
130,10,True
130,11,False
130,12,True
130,13,True
130,14,True
130,15,False
130,16,False
130,17,True
130,18,False
130,19,False
130,20,True
130,21,False
130,22,True
130,23,False
130,24,False
130,25,True
130,26,False
131,1,False
131,2,True
131,3,False
131,4,False
131,5,False
131,6,False
131,7,False
131,8,False
131,9,False
131,10,True
131,11,False
131,12,True
131,13,True
131,14,False
131,15,True
131,16,False
131,17,False
131,18,True
131,19,False
131,20,False
131,21,False
131,22,False
131,23,False
131,24,True
131,25,False
131,26,False
132,1,False
132,2,False
132,3,False
132,4,False
132,5,True
132,6,False
132,7,False
132,8,False
132,9,False
132,10,False
132,11,True
132,12,True
132,13,True
132,14,False
132,15,True
132,16,False
132,17,False
132,18,True
132,19,True
132,20,False
132,21,True
132,22,True
132,23,True
132,24,True
132,25,False
132,26,True
133,1,False
133,2,True
133,3,False
133,4,False
133,5,False
133,6,False
133,7,False
133,8,False
133,9,True
133,10,True
133,11,True
133,12,False
133,13,True
133,14,True
133,15,True
133,16,False
133,17,True
133,18,False
133,19,False
133,20,False
133,21,True
133,22,False
133,23,True
133,24,False
133,25,False
133,26,True
134,1,False
134,2,False
134,3,False
134,4,False
134,5,False
134,6,False
134,7,False
134,8,True
134,9,True
134,10,False
134,11,False
134,12,False
134,13,False
134,14,False
134,15,False
134,16,True
134,17,False
134,18,False
134,19,False
134,20,True
134,21,False
134,22,False
134,23,True
134,24,False
134,25,False
134,26,False
135,1,False
135,2,False
135,3,True
135,4,False
135,5,False
135,6,True
135,7,False
135,8,True
135,9,False
135,10,False
135,11,True
135,12,False
135,13,True
135,14,True
135,15,True
135,16,True
135,17,False
135,18,True
135,19,False
135,20,True
135,21,True
135,22,False
135,23,True
135,24,True
135,25,True
135,26,False
136,1,False
136,2,False
136,3,True
136,4,True
136,5,False
136,6,True
136,7,True
136,8,False
136,9,False
136,10,False
136,11,False
136,12,True
136,13,False
136,14,False
136,15,False
136,16,True
136,17,False
136,18,False
136,19,False
136,20,True
136,21,True
136,22,True
136,23,False
136,24,False
136,25,False
136,26,True
137,1,False
137,2,True
137,3,False
137,4,False
137,5,False
137,6,True
137,7,True
137,8,True
137,9,False
137,10,True
137,11,True
137,12,False
137,13,False
137,14,False
137,15,True
137,16,True
137,17,True
137,18,True
137,19,True
137,20,True
137,21,True
137,22,True
137,23,True
137,24,False
137,25,True
137,26,True
138,1,False
138,2,True
138,3,True
138,4,True
138,5,True
138,6,True
138,7,True
138,8,False
138,9,True
138,10,True
138,11,True
138,12,True
138,13,True
138,14,True
138,15,True
138,16,True
138,17,True
138,18,True
138,19,True
138,20,True
138,21,True
138,22,True
138,23,True
138,24,True
138,25,True
138,26,True
139,1,True
139,2,False
139,3,True
139,4,False
139,5,True
139,6,False
139,7,True
139,8,True
139,9,False
139,10,False
139,11,True
139,12,False
139,13,False
139,14,False
139,15,False
139,16,True
139,17,False
139,18,True
139,19,True
139,20,False
139,21,False
139,22,True
139,23,False
139,24,False
139,25,False
139,26,True
140,1,False
140,2,True
140,3,False
140,4,True
140,5,True
140,6,True
140,7,False
140,8,True
140,9,False
140,10,True
140,11,True
140,12,False
140,13,True
140,14,True
140,15,False
140,16,True
140,17,False
140,18,False
140,19,True
140,20,False
140,21,True
140,22,True
140,23,True
140,24,False
140,25,True
140,26,True
141,1,False
141,2,False
141,3,False
141,4,False
141,5,False
141,6,True
141,7,False
141,8,True
141,9,False
141,10,True
141,11,True
141,12,False
141,13,True
141,14,False
141,15,False
141,16,False
141,17,True
141,18,False
141,19,False
141,20,False
141,21,True
141,22,True
141,23,False
141,24,True
141,25,False
141,26,False
142,1,True
142,2,True
142,3,True
142,4,True
142,5,False
142,6,True
142,7,False
142,8,True
142,9,True
142,10,True
142,11,False
142,12,True
142,13,True
142,14,True
142,15,False
142,16,True
142,17,True
142,18,True
142,19,True
142,20,True
142,21,True
142,22,True
142,23,True
142,24,True
142,25,True
142,26,True
143,1,True
143,2,False
143,3,False
143,4,True
143,5,True
143,6,True
143,7,False
143,8,True
143,9,False
143,10,False
143,11,False
143,12,True
143,13,True
143,14,True
143,15,False
143,16,True
143,17,True
143,18,True
143,19,True
143,20,False
143,21,True
143,22,True
143,23,False
143,24,True
143,25,True
143,26,False
144,1,True
144,2,False
144,3,False
144,4,True
144,5,False
144,6,True
144,7,False
144,8,True
144,9,False
144,10,False
144,11,False
144,12,False
144,13,True
144,14,False
144,15,False
144,16,False
144,17,False
144,18,True
144,19,True
144,20,True
144,21,True
144,22,False
144,23,False
144,24,False
144,25,True
144,26,False
145,1,False
145,2,False
145,3,False
145,4,False
145,5,True
145,6,False
145,7,True
145,8,False
145,9,False
145,10,True
145,11,False
145,12,False
145,13,False
145,14,True
145,15,False
145,16,True
145,17,True
145,18,False
145,19,True
145,20,False
145,21,False
145,22,True
145,23,True
145,24,True
145,25,True
145,26,False
146,1,False
146,2,True
146,3,True
146,4,True
146,5,False
146,6,True
146,7,True
146,8,True
146,9,True
146,10,True
146,11,True
146,12,True
146,13,True
146,14,True
146,15,True
146,16,False
146,17,True
146,18,True
146,19,False
146,20,True
146,21,False
146,22,False
146,23,True
146,24,False
146,25,True
146,26,True
147,1,False
147,2,False
147,3,False
147,4,True
147,5,False
147,6,False
147,7,False
147,8,True
147,9,True
147,10,True
147,11,True
147,12,False
147,13,False
147,14,True
147,15,False
147,16,True
147,17,True
147,18,True
147,19,True
147,20,False
147,21,False
147,22,False
147,23,True
147,24,False
147,25,True
147,26,True
148,1,True
148,2,True
148,3,True
148,4,True
148,5,True
148,6,True
148,7,True
148,8,True
148,9,True
148,10,True
148,11,True
148,12,True
148,13,True
148,14,True
148,15,True
148,16,True
148,17,True
148,18,True
148,19,True
148,20,True
148,21,True
148,22,True
148,23,True
148,24,True
148,25,True
148,26,False
149,1,False
149,2,True
149,3,False
149,4,False
149,5,False
149,6,False
149,7,False
149,8,True
149,9,True
149,10,True
149,11,True
149,12,False
149,13,True
149,14,False
149,15,False
149,16,True
149,17,True
149,18,True
149,19,True
149,20,True
149,21,False
149,22,True
149,23,False
149,24,True
149,25,True
149,26,False
150,1,False
150,2,False
150,3,False
150,4,False
150,5,False
150,6,False
150,7,True
150,8,False
150,9,False
150,10,False
150,11,True
150,12,False
150,13,True
150,14,True
150,15,True
150,16,True
150,17,False
150,18,True
150,19,False
150,20,False
150,21,True
150,22,True
150,23,False
150,24,False
150,25,True
150,26,False
151,1,True
151,2,False
151,3,True
151,4,False
151,5,True
151,6,True
151,7,True
151,8,True
151,9,True
151,10,True
151,11,True
151,12,False
151,13,True
151,14,True
151,15,True
151,16,True
151,17,True
151,18,True
151,19,True
151,20,True
151,21,False
151,22,True
151,23,True
151,24,True
151,25,True
151,26,True
152,1,True
152,2,False
152,3,True
152,4,True
152,5,True
152,6,True
152,7,True
152,8,False
152,9,False
152,10,True
152,11,False
152,12,False
152,13,True
152,14,False
152,15,True
152,16,True
152,17,False
152,18,False
152,19,True
152,20,True
152,21,False
152,22,True
152,23,True
152,24,True
152,25,True
152,26,True
153,1,False
153,2,False
153,3,False
153,4,False
153,5,False
153,6,False
153,7,False
153,8,True
153,9,False
153,10,False
153,11,True
153,12,False
153,13,False
153,14,True
153,15,True
153,16,False
153,17,False
153,18,True
153,19,False
153,20,False
153,21,True
153,22,False
153,23,False
153,24,True
153,25,False
153,26,False
154,1,False
154,2,True
154,3,False
154,4,False
154,5,False
154,6,True
154,7,False
154,8,False
154,9,False
154,10,True
154,11,False
154,12,False
154,13,False
154,14,True
154,15,True
154,16,True
154,17,True
154,18,False
154,19,False
154,20,False
154,21,False
154,22,False
154,23,False
154,24,False
154,25,False
154,26,False
155,1,True
155,2,True
155,3,False
155,4,True
155,5,True
155,6,False
155,7,False
155,8,True
155,9,True
155,10,True
155,11,True
155,12,True
155,13,True
155,14,True
155,15,True
155,16,True
155,17,False
155,18,True
155,19,False
155,20,True
155,21,True
155,22,False
155,23,True
155,24,True
155,25,True
155,26,True
156,1,True
156,2,True
156,3,False
156,4,True
156,5,False
156,6,False
156,7,True
156,8,False
156,9,False
156,10,False
156,11,True
156,12,True
156,13,True
156,14,True
156,15,False
156,16,True
156,17,False
156,18,True
156,19,False
156,20,False
156,21,False
156,22,True
156,23,True
156,24,True
156,25,True
156,26,True
157,1,False
157,2,False
157,3,True
157,4,False
157,5,False
157,6,False
157,7,True
157,8,True
157,9,True
157,10,False
157,11,True
157,12,True
157,13,False
157,14,False
157,15,False
157,16,False
157,17,True
157,18,False
157,19,True
157,20,True
157,21,True
157,22,True
157,23,True
157,24,False
157,25,True
157,26,True
158,1,False
158,2,False
158,3,True
158,4,True
158,5,False
158,6,False
158,7,True
158,8,True
158,9,True
158,10,True
158,11,True
158,12,False
158,13,True
158,14,False
158,15,False
158,16,False
158,17,True
158,18,False
158,19,True
158,20,True
158,21,True
158,22,True
158,23,True
158,24,True
158,25,True
158,26,False
159,1,False
159,2,True
159,3,False
159,4,False
159,5,False
159,6,False
159,7,False
159,8,False
159,9,False
159,10,True
159,11,False
159,12,False
159,13,False
159,14,True
159,15,False
159,16,True
159,17,True
159,18,False
159,19,True
159,20,True
159,21,True
159,22,True
159,23,True
159,24,False
159,25,False
159,26,True
160,1,False
160,2,False
160,3,True
160,4,True
160,5,True
160,6,True
160,7,True
160,8,False
160,9,True
160,10,True
160,11,True
160,12,False
160,13,True
160,14,False
160,15,True
160,16,True
160,17,True
160,18,True
160,19,True
160,20,False
160,21,True
160,22,False
160,23,True
160,24,True
160,25,True
160,26,True
161,1,True
161,2,False
161,3,True
161,4,True
161,5,False
161,6,False
161,7,False
161,8,True
161,9,True
161,10,True
161,11,False
161,12,True
161,13,True
161,14,True
161,15,False
161,16,True
161,17,True
161,18,True
161,19,True
161,20,True
161,21,True
161,22,True
161,23,True
161,24,True
161,25,True
161,26,True
162,1,False
162,2,True
162,3,False
162,4,False
162,5,True
162,6,False
162,7,False
162,8,True
162,9,False
162,10,False
162,11,False
162,12,True
162,13,True
162,14,False
162,15,False
162,16,False
162,17,True
162,18,False
162,19,False
162,20,True
162,21,True
162,22,False
162,23,False
162,24,True
162,25,False
162,26,True
163,1,False
163,2,True
163,3,False
163,4,True
163,5,True
163,6,False
163,7,True
163,8,True
163,9,True
163,10,True
163,11,True
163,12,True
163,13,True
163,14,True
163,15,True
163,16,False
163,17,True
163,18,True
163,19,False
163,20,True
163,21,True
163,22,True
163,23,True
163,24,False
163,25,True
163,26,True
164,1,False
164,2,True
164,3,True
164,4,False
164,5,True
164,6,True
164,7,True
164,8,True
164,9,True
164,10,True
164,11,False
164,12,True
164,13,True
164,14,True
164,15,False
164,16,False
164,17,False
164,18,True
164,19,True
164,20,True
164,21,True
164,22,True
164,23,False
164,24,True
164,25,False
164,26,True
165,1,False
165,2,False
165,3,False
165,4,False
165,5,True
165,6,False
165,7,True
165,8,True
165,9,False
165,10,True
165,11,False
165,12,False
165,13,False
165,14,False
165,15,True
165,16,False
165,17,False
165,18,False
165,19,True
165,20,False
165,21,False
165,22,True
165,23,True
165,24,True
165,25,True
165,26,True
166,1,True
166,2,False
166,3,False
166,4,True
166,5,True
166,6,False
166,7,True
166,8,True
166,9,True
166,10,False
166,11,True
166,12,True
166,13,True
166,14,False
166,15,False
166,16,False
166,17,True
166,18,False
166,19,True
166,20,False
166,21,False
166,22,True
166,23,True
166,24,False
166,25,False
166,26,True
167,1,False
167,2,False
167,3,False
167,4,False
167,5,False
167,6,True
167,7,True
167,8,False
167,9,False
167,10,True
167,11,True
167,12,True
167,13,True
167,14,True
167,15,True
167,16,False
167,17,False
167,18,False
167,19,False
167,20,False
167,21,False
167,22,True
167,23,True
167,24,True
167,25,False
167,26,True
168,1,False
168,2,True
168,3,False
168,4,True
168,5,False
168,6,False
168,7,False
168,8,True
168,9,True
168,10,True
168,11,False
168,12,True
168,13,True
168,14,False
168,15,True
168,16,True
168,17,True
168,18,False
168,19,False
168,20,True
168,21,True
168,22,True
168,23,True
168,24,True
168,25,True
168,26,True
169,1,True
169,2,True
169,3,True
169,4,True
169,5,True
169,6,False
169,7,True
169,8,False
169,9,True
169,10,True
169,11,False
169,12,True
169,13,False
169,14,True
169,15,True
169,16,True
169,17,False
169,18,True
169,19,True
169,20,False
169,21,False
169,22,True
169,23,True
169,24,False
169,25,True
169,26,True
170,1,True
170,2,False
170,3,False
170,4,False
170,5,True
170,6,False
170,7,True
170,8,True
170,9,True
170,10,False
170,11,True
170,12,False
170,13,True
170,14,False
170,15,True
170,16,False
170,17,False
170,18,False
170,19,False
170,20,True
170,21,True
170,22,True
170,23,True
170,24,True
170,25,False
170,26,False
171,1,False
171,2,False
171,3,False
171,4,True
171,5,False
171,6,True
171,7,False
171,8,True
171,9,False
171,10,False
171,11,True
171,12,True
171,13,False
171,14,False
171,15,False
171,16,False
171,17,False
171,18,True
171,19,True
171,20,True
171,21,False
171,22,False
171,23,True
171,24,True
171,25,False
171,26,True
172,1,False
172,2,False
172,3,True
172,4,True
172,5,False
172,6,True
172,7,True
172,8,False
172,9,True
172,10,True
172,11,True
172,12,True
172,13,True
172,14,True
172,15,True
172,16,True
172,17,True
172,18,True
172,19,False
172,20,False
172,21,True
172,22,True
172,23,True
172,24,False
172,25,True
172,26,True
173,1,False
173,2,False
173,3,False
173,4,True
173,5,True
173,6,True
173,7,False
173,8,True
173,9,False
173,10,False
173,11,False
173,12,True
173,13,False
173,14,False
173,15,True
173,16,True
173,17,True
173,18,True
173,19,True
173,20,False
173,21,False
173,22,True
173,23,False
173,24,True
173,25,False
173,26,False
174,1,True
174,2,False
174,3,False
174,4,True
174,5,True
174,6,True
174,7,True
174,8,True
174,9,True
174,10,False
174,11,True
174,12,False
174,13,True
174,14,False
174,15,False
174,16,False
174,17,False
174,18,False
174,19,True
174,20,False
174,21,False
174,22,True
174,23,True
174,24,False
174,25,True
174,26,True
175,1,True
175,2,True
175,3,True
175,4,True
175,5,True
175,6,False
175,7,True
175,8,True
175,9,True
175,10,False
175,11,False
175,12,True
175,13,False
175,14,True
175,15,False
175,16,False
175,17,True
175,18,False
175,19,True
175,20,True
175,21,True
175,22,True
175,23,True
175,24,True
175,25,True
175,26,True
176,1,True
176,2,False
176,3,False
176,4,False
176,5,True
176,6,True
176,7,False
176,8,False
176,9,False
176,10,False
176,11,False
176,12,False
176,13,False
176,14,False
176,15,True
176,16,True
176,17,False
176,18,False
176,19,False
176,20,True
176,21,False
176,22,True
176,23,False
176,24,False
176,25,False
176,26,False
177,1,True
177,2,True
177,3,True
177,4,False
177,5,False
177,6,True
177,7,False
177,8,False
177,9,False
177,10,True
177,11,True
177,12,True
177,13,False
177,14,True
177,15,True
177,16,True
177,17,True
177,18,False
177,19,True
177,20,True
177,21,False
177,22,True
177,23,False
177,24,True
177,25,True
177,26,True
178,1,False
178,2,False
178,3,False
178,4,False
178,5,False
178,6,True
178,7,False
178,8,False
178,9,False
178,10,True
178,11,True
178,12,False
178,13,True
178,14,True
178,15,True
178,16,False
178,17,False
178,18,True
178,19,True
178,20,False
178,21,False
178,22,False
178,23,True
178,24,False
178,25,True
178,26,False
179,1,False
179,2,False
179,3,False
179,4,False
179,5,False
179,6,True
179,7,False
179,8,False
179,9,True
179,10,False
179,11,False
179,12,False
179,13,False
179,14,False
179,15,False
179,16,False
179,17,True
179,18,False
179,19,True
179,20,True
179,21,True
179,22,False
179,23,False
179,24,False
179,25,False
179,26,False
180,1,False
180,2,False
180,3,False
180,4,False
180,5,False
180,6,False
